instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport15,1.210526,0.670440,0.216454,0.886894,39524,4922,18223,18223,0
airport13,+Inf,0.988609,0.083188,1.071797,69743,6443,22632,22632,0
airport19,+Inf,1.080888,0.079571,1.160459,65140,6790,24770,24770,0
airport18,+Inf,0.728312,0.060032,0.788344,64135,5703,19387,19387,0
airport27,+Inf,0.793148,0.070278,0.863426,71850,6405,22639,22639,0
airport25,+Inf,0.429960,0.045453,0.475413,37239,3770,11925,11925,0
airport24,+Inf,0.993800,0.103901,1.097701,89821,8292,30719,30719,0
airport20,+Inf,0.533179,0.058233,0.591412,50621,4921,16058,16058,0
airport0,+Inf,1.104612,0.071513,1.176125,89386,7750,27797,27797,0
airport14,+Inf,0.859346,0.104837,0.964183,55757,6393,24273,24273,0
airport21,0.631579,0.530800,0.194029,0.724829,47691,5405,19408,19408,0
airport11,+Inf,0.986862,0.095299,1.082161,88734,7647,27249,27249,0
airport17,1.210526,1.002871,0.488245,1.491116,92765,7550,26107,26107,0
airport16,1.049786,0.880906,0.466815,1.347721,79368,6803,23465,23465,0
airport1,2.728319,1.247207,0.314003,1.561210,92161,7395,25674,25674,0
airport10,+Inf,1.279205,0.108353,1.387558,112821,8657,30521,30521,0
airport15,0.894737,0.466543,0.169689,0.636232,39550,4948,18262,18262,1
airport19,+Inf,0.726100,0.072389,0.798489,65170,6820,24815,24815,1
airport25,+Inf,0.558052,0.043095,0.601147,37263,3794,11961,11961,1
airport18,+Inf,0.702711,0.068391,0.771102,64171,5739,19441,19441,1
airport12,+Inf,1.573142,0.130478,1.703620,129518,10221,37912,37912,0
airport21,0.842105,0.520866,0.191491,0.712357,47717,5431,19447,19447,1
airport27,+Inf,0.777528,0.097895,0.875423,71880,6435,22684,22684,1
airport13,+Inf,0.819005,0.096882,0.915887,69769,6469,22671,22671,1
airport24,+Inf,1.320176,0.108355,1.428531,89853,8324,30767,30767,1
