instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
metroplex11nDr1nDe0,2.105263,0.457118,0.051770,0.508888,60565,2440,6420,6420
metroplex10nDr1nDe1,2.040100,0.419240,0.220084,0.639324,54452,3766,11064,11064
metroplex12nDr1nDe0,2.052632,0.797511,0.069805,0.867316,107850,3196,8832,8832
metroplex10nDr1nDe0,2.421053,0.848405,0.088912,0.937317,107112,3865,11144,11144
metroplex0nDr1nDe1,3.832080,0.674199,0.644512,1.318711,88117,4417,13279,13279
metroplex0nDr1nDe0,2.052632,1.548895,0.147767,1.696662,207564,5549,16711,16711
metroplex12nDr0nDe1,7.225564,0.903332,0.848117,1.751449,120681,4899,14825,14825
metroplex10nDr0nDe2,4.944836,0.356690,1.472269,1.828959,45253,4497,13128,13128
metroplex11nDr1nDe1,13.180156,0.784307,1.220151,2.004458,102794,4849,14696,14696
metroplex13nDr0nDe1,9.939850,0.361099,0.501571,0.862670,47743,2985,8433,8433
metroplex13nDr1nDe0,2.210526,0.154840,0.026678,0.181518,20520,990,2136,2136
metroplex0nDr0nDe1,3.298246,1.639925,1.362114,3.002039,216263,7377,24507,24507
metroplex11nDr0nDe1,9.644110,0.947622,1.990329,2.937951,124538,5370,16844,16844
metroplex12nDr0nDe2,8.521303,1.298369,1.682517,2.980886,171756,7760,25662,25662
metroplex12nDr1nDe1,2.869674,3.050151,0.911045,3.961196,404942,11582,42215,42215
metroplex10nDr0nDe1,6.957393,2.554795,1.822910,4.377705,333754,10489,37683,37683
metroplex13nDr1nDe1,3.413534,1.053117,0.614013,1.667130,113991,5102,16082,16082
metroplex14nDr0nDe2,5.393484,0.265808,0.947192,1.213000,32361,4302,12419,12419
metroplex13nDr0nDe2,12.100251,0.736800,2.536792,3.273592,94964,5985,18703,18703
metroplex14nDr1nDe1,7.709273,0.447853,0.537178,0.985031,57347,4049,12591,12591
metroplex12nDr0nDe3,10.892231,0.894211,5.741524,6.635735,112979,7753,23495,23495
metroplex11nDr0nDe2,4.558897,2.874882,3.885721,6.760603,372570,13632,51549,51549
metroplex13nDr0nDe3,5.468672,1.109941,3.219792,4.329733,140032,9079,30071,30071
metroplex14nDr1nDe0,1.947368,3.162222,0.561289,3.723511,417068,10992,37750,37750
metroplex14nDr0nDe1,1.631579,3.537157,1.857283,5.394440,463640,13922,50885,50885
metroplex14nDr0nDe3,7.859649,1.211813,3.585289,4.797102,150159,10621,37362,37362
metroplex0nDr0nDe2,11.558897,1.974015,6.490077,8.464092,256556,10211,36116,36116
metroplex11nDr0nDe3,6.654135,2.874389,5.633230,8.507619,365113,15619,59739,59739
grid11nDr1nDe0,3.210526,0.576700,0.043899,0.620599,74144,3624,6349,6349
grid11nDr1nDe1,3.626567,0.499498,0.109828,0.609326,63549,4440,10456,10456
grid10nDr1nDe1,3.172932,0.594164,0.194077,0.788241,76060,5183,12067,12067
grid12nDr1nDe0,2.210526,1.028068,0.110872,1.138940,133862,5811,10692,10692
grid10nDr1nDe0,2.263158,1.496159,0.155960,1.652119,195047,7908,15169,15169
grid10nDr0nDe3,3.922306,0.466903,1.297039,1.763942,56040,7196,18865,18865
grid12nDr0nDe1,3.288221,1.375453,0.367329,1.742782,177095,9219,22035,22035
grid0nDr1nDe1,5.694236,1.369167,0.515352,1.884519,178498,8687,20823,20823
metroplex16nDr1nDe0,2.210526,2.080940,0.338795,2.419735,270046,7499,24117,24117
grid12nDr1nDe1,2.649123,1.303681,0.677988,1.981669,164252,8917,21230,21230
metroplex15nDr1nDe0,1.421053,4.320632,0.653106,4.973738,569284,12110,41249,41249
grid0nDr1nDe0,3.526316,2.054785,0.193254,2.248039,270507,9548,18832,18832
grid11nDr0nDe1,2.832080,1.521671,0.857839,2.379510,197362,9493,22578,22578
grid0nDr0nDe1,3.498747,2.021039,0.734380,2.755419,264418,11474,27883,27883
grid11nDr0nDe3,5.964912,0.831617,1.753679,2.585296,101489,9681,26871,26871
metroplex15nDr1nDe1,3.215539,3.219512,2.307324,5.526836,422783,11772,42006,42006
grid13nDr0nDe1,5.932331,0.734665,0.269775,1.004440,94450,5839,13737,13737
grid12nDr0nDe2,9.578947,1.269312,1.721129,2.990441,160112,10577,28220,28220
grid10nDr0nDe1,2.358396,1.639678,1.523119,3.162797,210430,10335,24719,24719
grid11nDr0nDe2,8.899749,1.782720,1.442748,3.225468,226676,13064,34867,34867
grid13nDr1nDe0,3.052632,0.741125,0.078374,0.819499,92670,4359,7877,7877
metroplex16nDr1nDe1,2.213033,1.371433,1.721749,3.093182,174166,6881,22653,22653
grid13nDr0nDe2,6.686717,0.721094,1.191348,1.912442,91586,7194,18828,18828
metroplex17nDr0nDe1,2.904762,1.594545,1.207246,2.801791,201952,8034,28132,28132
grid13nDr1nDe1,1.807018,0.885265,0.419072,1.304337,113922,6875,16213,16213
grid13nDr0nDe3,8.553885,0.831632,1.957733,2.789365,101980,9844,27347,27347
grid12nDr0nDe3,3.020050,1.613411,3.443729,5.057140,201098,14298,40648,40648
grid0nDr0nDe2,2.982456,2.381108,3.056596,5.437704,307677,14779,40307,40307
grid14nDr0nDe2,2.842105,0.381549,0.286332,0.667881,47699,5190,13075,13075
grid10nDr0nDe2,5.453634,2.896270,3.170312,6.066582,366742,17459,47282,47282
metroplex15nDr0nDe1,9.461153,4.260766,6.046420,10.307186,559206,14183,51351,51351
metroplex17nDr0nDe2,4.421052,0.840561,3.179921,4.020482,104840,6722,22494,22494
