instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport23,1.315789,0.771397,0.423344,1.194741,11806,11752,34722,34722,0
airport15,1000.052632,0.824076,0.379426,1.203502,14446,14392,43885,43885,0
airport18,1.684211,0.881674,0.454246,1.335920,13468,13406,39653,39653,0
airport17,1.157895,0.949759,0.332245,1.282004,12678,12616,36728,36728,0
airport0,1002.418546,1.185799,0.589614,1.775413,14120,14068,42221,42221,0
airport24,8001.842105,0.769326,0.297270,1.066596,13688,13636,41275,41275,0
airport19,1001.736842,0.838320,0.677401,1.515721,13158,13104,39092,39092,0
airport1,0.421053,0.773638,0.367618,1.141256,12570,12514,36633,36633,0
airport13,1001.578947,0.847528,0.423311,1.270839,14052,13992,41969,41969,0
airport26,1001.947368,1.310784,0.554680,1.865464,14384,14326,42728,42728,0
airport11,1.681704,0.907596,0.546249,1.453845,13242,13178,39337,39337,0
airport21,2.052632,0.868074,0.588982,1.457056,14700,14642,44377,44377,0
airport16,1.997494,0.741293,0.681011,1.422304,12832,12774,37695,37695,0
airport27,1001.473684,1.070818,0.434545,1.505363,13686,13624,40484,40484,0
airport22,1001.210526,1.316953,0.771329,2.088282,14000,13940,42311,42311,0
airport20,2.776942,0.906621,1.114994,2.021615,13690,13608,39801,39801,0
airport10,3.431078,1.103861,0.720864,1.824725,14170,14110,42084,42084,0
airport14,1.095238,0.883651,1.097407,1.981058,17110,17040,52818,52818,0
airport12,2001.105263,1.244125,1.040775,2.284900,16718,16644,50314,50314,0
airport28,1.105263,0.766234,1.318359,2.084593,13634,13562,40269,40269,0
airport25,4.428571,0.820793,1.285058,2.105851,12446,12374,35477,35477,0
airport29,1001.473684,0.721791,0.451776,1.173567,14328,14276,43928,43928,0
airport30,1001.473684,0.938975,0.331679,1.270654,12314,12262,35811,35811,0
airport38,1.105263,0.752486,0.458806,1.211292,11960,11898,34499,34499,0
airport2,1001.473684,1.200956,0.455339,1.656295,12878,12822,37981,37981,0
airport40,1.315789,0.791986,0.366906,1.158892,13282,13224,39953,39953,0
airport32,1001.105263,0.869841,0.421425,1.291266,12684,12624,36970,36970,0
airport36,1.105263,0.970561,0.744513,1.715074,13718,13650,40466,40466,0
airport35,1.491228,0.824993,0.630982,1.455975,14926,14872,45479,45479,0
airport33,2001.105263,1.128465,1.184827,2.313292,14894,14818,44107,44107,0
airport34,1.892231,1.063636,0.910155,1.973791,14084,14032,42867,42867,0
airport31,1.681704,0.661171,1.372033,2.033204,12536,12468,37022,37022,0
airport42,1001.631579,1.240796,0.551944,1.792740,11462,11408,33193,33193,0
