instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
metroplex11nDr1nDe0,2.105263,0.454780,0.056775,0.511555,3340,3330,8200,8200
metroplex10nDr1nDe0,2.421053,0.777190,0.106174,0.883364,5532,5494,14402,14402
metroplex12nDr1nDe0,2.052632,0.771662,0.076482,0.848144,4510,4484,11408,11408
metroplex13nDr1nDe0,2.210526,0.146916,0.027882,0.174798,1242,1242,2640,2640
metroplex0nDr1nDe0,2.052632,1.583016,0.139602,1.722618,8176,8118,21849,21849
metroplex14nDr1nDe0,1.947368,3.068370,0.692750,3.761120,17268,17148,50062,50062
metroplex16nDr1nDe0,2.210526,1.963692,0.353106,2.316798,11454,11362,31843,31843
metroplex15nDr1nDe0,1.421053,4.160031,0.645088,4.805119,19096,18944,54917,54917
metroplex17nDr1nDe0,2.157895,1.409487,0.168658,1.578145,9256,9202,25869,25869
metroplex18nDr1nDe0,2.578947,1.318421,0.178384,1.496805,7686,7636,20936,20936
metroplex19nDr0nDe2,3.789474,0.255320,1.409061,1.664381,4698,4539,12238,12238
metroplex19nDr1nDe0,2.210526,1.255620,0.153776,1.409396,8156,8104,22117,22117
metroplex1nDr1nDe0,2.105263,0.479069,0.056250,0.535319,3952,3938,10096,10096
metroplex20nDr1nDe0,2.578947,0.132736,0.026940,0.159676,1254,1253,2755,2755
metroplex22nDr1nDe0,2.578947,0.857957,0.106209,0.964166,5596,5568,14703,14703
metroplex23nDr1nDe0,2.315789,2.148288,0.341772,2.490060,11568,11480,32099,32099
metroplex21nDr1nDe0,1.526316,3.125771,0.693331,3.819102,15250,15130,43078,43078
grid11nDr1nDe1,3.626567,0.484100,0.116950,0.601050,5789,5787,13092,13092
grid11nDr1nDe0,3.210526,0.556004,0.065708,0.621712,5264,5258,9545,9545
grid12nDr1nDe0,2.210526,0.994658,0.126599,1.121257,8748,8714,16446,16446
grid10nDr1nDe0,2.263158,1.444948,0.261761,1.706709,12248,12186,23575,23575
grid0nDr1nDe0,3.526316,1.985657,0.235450,2.221107,15170,15092,29674,29674
grid13nDr1nDe0,3.052632,0.686561,0.088088,0.774649,6402,6384,11859,11859
metroplex24nDr1nDe0,0.789474,4.074466,0.711202,4.785668,20822,20676,60776,60776
metroplex25nDr1nDe0,2.052632,3.860155,0.606905,4.467060,17976,17838,51968,51968
metroplex26nDr1nDe0,2.789474,1.153265,0.144457,1.297722,7290,7250,19708,19708
grid14nDr1nDe0,2.263158,1.824201,0.242304,2.066505,14840,14764,28794,28794
grid17nDr1nDe0,2.421053,0.876317,0.092996,0.969313,7714,7684,14318,14318
metroplex27nDr1nDe0,2.894737,0.500122,0.064200,0.564322,3726,3710,9446,9446
grid16nDr1nDe0,2.736842,2.782275,0.299955,3.082230,20748,20654,41053,41053
grid15nDr1nDe0,1.842105,3.143900,0.626955,3.770855,23750,23628,47061,47061
grid18nDr1nDe0,2.000000,0.686668,0.079607,0.766275,6582,6562,12173,12173
metroplex29nDr1nDe0,2.368421,0.578753,0.058055,0.636808,3672,3660,9273,9273
metroplex28nDr1nDe0,1.684211,1.614176,0.208862,1.823038,9324,9252,25179,25179
metroplex2nDr1nDe0,3.263158,0.293326,0.038074,0.331400,1970,1970,4396,4396
metroplex30nDr1nDe0,1.631579,0.256699,0.029141,0.285840,2046,2046,4712,4712
grid19nDr1nDe0,2.578947,1.319470,0.158266,1.477736,10944,10892,20820,20820
airport0nDr1nDe0,0.894737,0.102122,0.056973,0.159095,2788,2788,7432,7432
metroplex31nDr1nDe0,2.000000,0.282307,0.043351,0.325658,2194,2193,5175,5175
grid1nDr1nDe0,2.210526,0.888450,0.099588,0.988038,8424,8404,15909,15909
airport12nDr1nDe1,1.411028,0.118538,0.081178,0.199716,4364,4362,12575,12575
grid20nDr1nDe0,1.736842,0.114879,0.029403,0.144282,1568,1568,2543,2543
airport11nDr1nDe0,0.526316,0.257865,0.099449,0.357314,5884,5858,16555,16555
airport10nDr1nDe0,0.789474,0.300346,0.102463,0.402809,5740,5720,15951,15951
airport13nDr0nDe1,1.305764,0.113526,0.067417,0.180943,3469,3467,9277,9277
airport12nDr1nDe0,1.631579,0.360702,0.168155,0.528857,7874,7854,23397,23397
airport13nDr1nDe0,0.631579,0.008718,0.011866,0.020584,278,278,453,453
metroplex32nDr1nDe0,2.315789,0.084461,0.012801,0.097262,736,736,1348,1348
grid22nDr1nDe0,1.526316,0.203333,0.031376,0.234709,2634,2634,4557,4557
airport17nDr0nDe1,1.200501,0.123757,0.069562,0.193319,3522,3520,9379,9379
airport14nDr1nDe0,1.263158,0.773828,0.318310,1.092138,16098,16055,50576,50576
airport17nDr1nDe0,1.052632,0.094761,0.038936,0.133697,2052,2052,5073,5073
metroplex32nDr1nDe1,3.160401,0.588794,0.572615,1.161409,4489,4475,12216,12216
airport16nDr1nDe0,1.000000,0.601792,0.232937,0.834729,11052,11008,32320,32320
airport15nDr1nDe0,0.052632,0.671076,0.376753,1.047829,14078,14026,42765,42765
airport18nDr1nDe0,1.157895,0.051657,0.018706,0.070363,992,991,2265,2265
airport19nDr1nDe0,1.421053,0.067011,0.029102,0.096113,1818,1818,4596,4596
airport1nDr1nDe0,1.052632,0.028014,0.016692,0.044706,828,828,1858,1858
airport20nDr1nDe0,0.736842,0.161647,0.047758,0.209405,2862,2862,7275,7275
grid21nDr1nDe0,1.105263,2.795300,0.496165,3.291465,19856,19752,39286,39286
airport22nDr1nDe0,0.789474,0.076351,0.022928,0.099279,1514,1513,3653,3653
metroplex33nDr1nDe0,2.947368,2.508241,0.427502,2.935743,12418,12346,35206,35206
airport23nDr1nDe0,0.526316,0.369278,0.175048,0.544326,8610,8576,25415,25415
airport21nDr1nDe0,0.210526,0.878533,0.409587,1.288120,14240,14184,42821,42821
grid23nDr1nDe0,1.315789,2.592619,0.352090,2.944709,20560,20462,40456,40456
metroplex36nDr1nDe0,3.052632,1.005507,0.112248,1.117755,5778,5754,15263,15263
airport24nDr1nDe0,1.157895,0.678818,0.283946,0.962764,13394,13344,40639,40639
airport25nDr1nDe0,1.315789,0.744594,0.240560,0.985154,11830,11780,34139,34139
airport27nDr1nDe0,1.052632,0.028526,0.015349,0.043875,820,820,1846,1846
grid24nDr1nDe0,2.052632,2.790330,0.356559,3.146889,21530,21440,42726,42726
airport27nDr1nDe1,1.042607,0.129492,0.085843,0.215335,3673,3671,9853,9853
metroplex34nDr1nDe0,2.526316,3.525167,0.938474,4.463641,16894,16774,49175,49175
airport26nDr1nDe0,0.842105,0.627001,0.193069,0.820070,9322,9294,27310,27310
airport29nDr1nDe0,0.526316,0.008546,0.022591,0.031137,292,292,517,517
airport29nDr1nDe1,0.621554,0.104020,0.070772,0.174792,3850,3848,10811,10811
