instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport15,1.210526,0.515057,0.145632,0.660689,7849,7827,24033,24033,0
airport18,+Inf,0.622135,0.054937,0.677072,8827,8797,25575,25575,0
airport19,+Inf,0.600562,0.074816,0.675378,10855,10819,32828,32828,0
airport13,+Inf,0.725142,0.067754,0.792896,10107,10067,29880,29880,0
airport0,+Inf,0.992881,0.088804,1.081685,12361,12319,36935,36935,0
airport24,+Inf,1.035492,0.097140,1.132632,13381,13333,40801,40801,0
airport21,0.631579,0.428948,0.220522,0.649470,8519,8489,25576,25576,0
airport17,1.210526,1.125528,0.374676,1.500204,11865,11815,34637,34637,0
airport1,2.728319,0.958105,0.257981,1.216086,11641,11593,34070,34070,0
airport11,+Inf,0.913732,0.085522,0.999254,12177,12125,36205,36205,0
airport27,+Inf,0.713288,0.057723,0.771011,10075,10037,29903,29903,0
airport16,1.049786,0.684984,0.350848,1.035832,10659,10617,31093,31093,0
airport20,+Inf,0.540900,0.050651,0.591551,7469,7435,21086,21086,0
airport14,+Inf,0.895870,0.078211,0.974081,10367,10337,32161,32161,0
airport28,+Inf,0.512518,0.082677,0.595195,6943,6923,20139,20139,0
airport10,+Inf,1.385811,0.095513,1.481324,13733,13675,40557,40557,0
airport25,+Inf,0.471004,0.038780,0.509784,5639,5615,15615,15615,0
airport12,+Inf,1.366143,0.114419,1.480562,16577,16515,50500,50500,0
airport29,+Inf,0.699927,0.095768,0.795695,13339,13293,41151,41151,0
airport30,+Inf,0.435281,0.053446,0.488727,7807,7783,22564,22564,0
airport38,+Inf,0.421341,0.037288,0.458629,6111,6087,17037,17037,0
airport40,+Inf,0.736185,0.044991,0.781176,7239,7211,20819,20819,0
airport2,1.157895,0.726356,0.232038,0.958394,7921,7897,23062,23062,0
airport32,0.947368,0.788301,0.175171,0.963472,8305,8271,24033,24033,0
airport36,+Inf,0.896259,0.098680,0.994939,13607,13551,40459,40459,0
airport33,+Inf,1.082999,0.077958,1.160957,12287,12239,36774,36774,0
airport34,+Inf,0.915069,0.065144,0.980213,9359,9333,28770,28770,0
airport35,+Inf,1.713473,0.127445,1.840918,14507,14455,44276,44276,0
airport31,+Inf,0.946907,0.080278,1.027185,11067,11021,32771,32771,0
airport43,+Inf,0.586021,0.057667,0.643688,6927,6905,20365,20365,0
airport45,+Inf,0.906335,0.089450,0.995785,9309,9269,27051,27051,0
airport39,+Inf,1.410666,0.088981,1.499647,14009,13967,42408,42408,0
airport3,0.631579,1.512643,0.411663,1.924306,13169,13115,38976,38976,0
airport37,1.157895,1.559831,0.300305,1.860136,11659,11609,33930,33930,0
airport44,1.105263,1.238812,0.362052,1.600864,9937,9893,28571,28571,0
airport47,+Inf,0.521743,0.049356,0.571099,6825,6801,19711,19711,0
airport48,+Inf,0.793665,0.082906,0.876571,11169,11139,35193,35193,0
airport4,+Inf,0.770378,0.085073,0.855451,6961,6927,19514,19514,0
airport15,0.894737,0.629527,0.210624,0.840151,7875,7853,24072,24072,1
airport52,+Inf,0.729052,0.062206,0.791258,9029,8989,26051,26051,0
airport50,2.092732,1.037813,0.183098,1.220911,8723,8689,25498,25498,0
airport18,+Inf,0.780848,0.062738,0.843586,8863,8833,25629,25629,1
airport1,2.359898,0.998817,0.410473,1.409290,11671,11623,34115,34115,1
airport58,+Inf,0.572742,0.044333,0.617075,7005,6977,19954,19954,0
airport24,+Inf,1.465971,0.101997,1.567968,13413,13365,40849,40849,1
airport51,1.526316,1.015422,0.276103,1.291525,12567,12517,36980,36980,0
airport19,+Inf,1.147005,0.075923,1.222928,10885,10849,32873,32873,1
airport49,+Inf,1.052660,0.066925,1.119585,9853,9813,29040,29040,0
