instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport15,1000.052632,0.667183,0.468321,1.135504,92886,8518,32997,32997,0
airport13,1001.578947,0.753594,0.471931,1.225525,105556,8315,31561,31561,0
airport18,1.684211,0.722353,0.642535,1.364888,100114,8025,29821,29821,0
airport0,1002.418546,0.726289,0.698348,1.424637,100220,8358,31713,31713,0
airport11,1.681704,0.631004,0.863071,1.494075,87771,7883,29649,29649,0
airport16,1.997494,0.660240,0.830932,1.491172,91352,7652,28363,28363,0
airport17,1.157895,0.686807,0.525503,1.212310,95662,7623,27666,27666,0
airport10,3.431078,0.791064,0.833761,1.624825,109738,8392,31588,31588,0
airport14,1.095238,0.766851,1.345812,2.112663,106464,10041,39704,39704,0
airport12,2001.105263,0.894807,0.911612,1.806419,125100,9896,37792,37792,0
airport19,1001.736842,0.667987,0.625191,1.293178,91478,7801,29400,29400,0
airport23,1.315789,0.541274,0.403674,0.944948,75454,7006,26120,26120,0
airport22,1001.210526,0.668604,0.798267,1.466871,92720,8260,31863,31863,0
airport13,1001.368421,0.758843,0.469135,1.227978,105584,8343,31603,31603,1
airport15,1000.000000,0.666909,0.461907,1.128816,92914,8546,33039,33039,1
airport20,2.776942,0.835479,1.072515,1.907994,104678,8272,30039,30039,0
airport18,1.473684,0.766898,0.760209,1.527107,100138,8049,29857,29857,1
airport21,2.052632,0.729740,0.793102,1.522842,101136,8645,33299,33299,0
airport1,0.421053,0.733115,0.485468,1.218583,95390,7546,27617,27617,0
airport26,1001.947368,0.825641,0.659511,1.485152,114014,8525,32098,32098,0
airport11,1.681704,0.630478,0.865924,1.496402,87787,7899,29673,29673,1
airport0,1002.155388,0.822596,0.749414,1.572010,100254,8392,31764,31764,1
airport24,8001.842105,0.669829,0.353208,1.023037,91248,8085,31047,31047,0
airport16,1.892231,0.668958,0.829588,1.498546,91376,7676,28399,28399,1
airport25,4.428571,0.723113,0.948657,1.671770,100142,7578,26737,26737,0
airport14,1.095238,0.774302,1.253198,2.027500,106482,10059,39731,39731,1
airport17,1.105263,0.693969,0.726412,1.420381,95684,7645,27699,27699,1
airport10,3.220551,0.798006,0.979013,1.777019,109768,8422,31633,31633,1
airport27,1001.473684,0.763824,0.466914,1.230738,105190,8148,30478,30478,0
airport12,2001.105263,0.903090,0.928865,1.831955,125122,9918,37825,37825,1
airport2,1001.473684,0.695642,0.394636,1.090278,96600,7627,28539,28539,0
airport15,1000.000000,0.762265,0.468740,1.231005,92934,8566,33069,33069,2
airport13,1001.210526,0.759455,0.488026,1.247481,105612,8371,31645,31645,2
airport28,1.105263,0.705804,1.131225,1.837029,96413,8146,30369,30369,0
airport18,1.315789,0.819547,0.723832,1.543379,100162,8073,29893,29893,2
airport30,1001.473684,0.659590,0.421280,1.080870,90874,7366,26937,26937,0
airport29,1001.473684,0.641518,0.778332,1.419850,88896,8351,32990,32990,0
airport0,1001.997494,0.736191,0.822564,1.558755,100284,8422,31809,31809,2
