instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
airport0nDr1nDe0,0.894737,0.098802,0.037799,0.136601,2788,2788,7432,7432
airport0nDr0nDe1,1.075188,0.109452,0.092906,0.202358,4171,4153,11744,11744
airport12nDr1nDe1,1.411028,0.107319,0.066974,0.174293,4364,4346,12575,12575
airport0nDr1nDe1,0.822055,0.211499,0.168880,0.380379,6238,6193,17926,17926
airport10nDr1nDe0,0.789474,0.254450,0.113689,0.368139,5740,5720,15951,15951
airport11nDr1nDe1,0.937343,0.194987,0.116745,0.311732,5842,5806,16806,16806
airport11nDr0nDe3,1.699248,0.194055,0.169566,0.363621,8474,7967,22626,22626
airport11nDr1nDe0,0.526316,0.236881,0.117687,0.354568,5884,5858,16555,16555
airport10nDr1nDe1,3.699248,0.275732,0.223077,0.498809,7110,7060,20754,20754
airport12nDr1nDe0,1.631579,0.320276,0.148658,0.468934,7874,7854,23397,23397
airport13nDr0nDe1,1.305764,0.105168,0.055960,0.161128,3469,3451,9277,9277
airport12nDr0nDe1,0.884712,0.384738,0.230025,0.614763,9428,9371,28616,28616
airport12nDr0nDe2,1.471178,0.424313,0.333104,0.757417,11864,11629,36522,36522
airport13nDr1nDe0,0.631579,0.007744,0.008353,0.016097,278,278,453,453
airport0nDr0nDe2,1.433584,0.559607,0.347917,0.907524,14020,13761,43567,43567
airport13nDr0nDe2,3.832080,0.245069,0.219826,0.464895,7818,7609,22509,22509
airport12nDr0nDe3,2.157895,0.450099,0.513023,0.963122,14310,13754,43601,43601
airport11nDr0nDe2,1.032581,0.475961,0.536325,1.012286,12862,12611,39729,39729
airport11nDr0nDe1,1.295739,0.509899,0.511386,1.021285,11880,11800,36422,36422
airport14nDr0nDe2,1.518797,0.118599,0.093156,0.211755,5498,5318,14907,14907
airport10nDr0nDe3,2.573935,0.614089,0.500358,1.114447,15941,15353,48923,48923
airport10nDr0nDe1,1.295739,0.652601,0.456650,1.109251,13367,13274,40933,40933
airport13nDr1nDe1,1.411028,0.211579,0.121414,0.332993,6009,5972,17422,17422
airport10nDr0nDe2,1.115288,0.708561,0.563061,1.271622,15860,15571,49102,49102
airport0nDr0nDe3,1.300752,0.648670,0.853824,1.502494,17174,16572,52808,52808
airport14nDr1nDe0,1.263158,0.676387,0.368575,1.044962,16098,16055,50576,50576
airport15nDr0nDe1,0.476190,0.639338,0.596285,1.235623,15345,15240,48056,48056
airport14nDr1nDe1,1.348371,0.668140,0.703570,1.371710,16728,16639,53717,53717
airport17nDr0nDe1,1.200501,0.104786,0.074891,0.179677,3522,3504,9379,9379
airport16nDr0nDe2,1.972431,0.400093,0.348269,0.748362,10856,10611,32590,32590
airport15nDr1nDe1,2.596491,0.518653,0.470871,0.989524,13871,13793,44120,44120
airport15nDr1nDe0,0.052632,0.609877,0.514790,1.124667,14078,14026,42765,42765
airport16nDr0nDe3,1.909774,0.374810,0.269440,0.644250,11788,11234,34187,34187
airport17nDr0nDe3,3.822055,0.107639,0.149688,0.257327,5961,5489,13762,13762
airport15nDr0nDe2,1.476190,0.592298,0.907780,1.500078,16352,16063,51306,51306
airport17nDr0nDe2,1.476190,0.248706,0.154943,0.403649,7850,7636,22450,22450
airport13nDr0nDe3,3.000000,0.672763,1.549478,2.222241,17676,17045,54345,54345
airport17nDr1nDe0,1.052632,0.084165,0.050733,0.134898,2052,2052,5073,5073
airport16nDr1nDe0,1.000000,0.546311,0.303085,0.849396,11052,11008,32320,32320
airport16nDr1nDe1,10.192982,0.267866,0.496358,0.764224,7036,6984,20362,20362
airport16nDr0nDe1,0.285714,0.590732,0.595818,1.186550,12938,12829,38839,38839
airport14nDr0nDe1,1.761905,0.700779,1.400738,2.101517,18388,18266,58680,58680
airport18nDr0nDe1,1.548872,0.104070,0.082233,0.186303,3491,3473,9310,9310
airport15nDr0nDe3,1.761905,0.597150,1.165953,1.763103,17986,17380,55889,55889
airport18nDr1nDe0,1.157895,0.031305,0.016204,0.047509,992,991,2265,2265
airport14nDr0nDe3,2.904762,0.688036,1.689521,2.377557,21020,20393,66918,66918
airport19nDr1nDe0,1.421053,0.065072,0.026618,0.091690,1818,1818,4596,4596
airport17nDr1nDe1,1.253133,0.427539,0.348932,0.776471,10268,10197,30964,30964
airport19nDr0nDe1,1.032581,0.213557,0.141465,0.355022,6744,6699,19835,19835
airport18nDr0nDe3,5.583960,0.226511,0.224631,0.451142,8408,7901,22377,22377
airport19nDr0nDe3,1.646617,0.107999,0.141854,0.249853,6126,5656,14349,14349
airport1nDr0nDe1,0.979950,0.118850,0.074467,0.193317,4263,4236,11909,11909
airport19nDr1nDe1,1.032581,0.165685,0.187411,0.353096,5948,5914,17444,17444
airport1nDr1nDe0,1.052632,0.025128,0.013560,0.038688,828,828,1858,1858
airport18nDr1nDe1,6.175439,0.332155,0.360462,0.692617,8177,8118,24182,24182
airport20nDr0nDe1,3.378446,0.145414,0.114167,0.259581,4373,4344,11871,11871
airport18nDr0nDe2,1.634085,0.616499,0.543633,1.160132,14230,13958,43854,43854
airport19nDr0nDe2,2.120301,0.503173,0.433860,0.937033,13632,13374,42337,42337
airport20nDr1nDe0,0.736842,0.120736,0.051612,0.172348,2862,2862,7275,7275
airport20nDr0nDe2,3.568922,0.167244,0.161075,0.328319,5340,5151,13880,13880
airport1nDr0nDe2,1.476190,0.354460,0.262249,0.616709,10448,10213,31336,31336
airport1nDr1nDe1,0.726817,0.252739,0.213533,0.466272,7253,7202,21264,21264
airport1nDr0nDe3,2.278195,0.553558,0.393382,0.946940,14900,14322,45308,45308
airport22nDr1nDe0,0.789474,0.054631,0.020150,0.074781,1514,1513,3653,3653
airport22nDr0nDe2,1.581454,0.130106,0.095449,0.225555,5274,5090,14007,14007
airport20nDr1nDe1,0.979950,0.404119,0.312964,0.717083,9651,9577,28868,28868
airport22nDr0nDe1,1.270677,0.198426,0.174061,0.372487,6490,6454,19370,19370
airport22nDr1nDe1,1.295739,0.131462,0.101731,0.233193,4126,4102,11362,11362
airport22nDr0nDe3,1.593985,0.234383,0.203224,0.437607,9825,9311,27768,27768
airport23nDr0nDe2,1.466165,0.131889,0.107850,0.239739,5794,5608,15722,15722
airport21nDr1nDe1,4.132832,0.414521,0.430565,0.845086,12392,12322,39099,39099
airport21nDr0nDe1,0.476190,0.656907,0.578403,1.235310,15561,15456,48448,48448
airport21nDr1nDe0,0.210526,0.669330,0.534663,1.203993,14240,14184,42821,42821
airport23nDr0nDe1,1.476190,0.432344,0.402724,0.835068,11461,11384,35070,35070
airport23nDr1nDe0,0.526316,0.323461,0.295592,0.619053,8610,8576,25415,25415
airport21nDr0nDe2,1.238095,0.652076,1.166180,1.818256,16966,16679,53396,53396
airport23nDr1nDe1,0.884712,0.342925,0.436332,0.779257,9966,9899,30421,30421
airport21nDr0nDe3,1.428571,0.651239,1.072998,1.724237,18108,17500,56169,56169
airport23nDr0nDe3,0.962406,0.474552,0.516169,0.990721,14781,14195,44297,44297
airport20nDr0nDe3,2.285714,0.670388,1.504981,2.175369,17099,16481,52098,52098
airport24nDr1nDe1,0.832080,0.511632,0.426389,0.938021,13044,12964,40762,40762
