instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport23,1.315789,0.583624,0.790396,1.374020,11806,11752,34722,34722,0
airport22,1001.210526,0.713611,0.733070,1.446681,14000,13940,42311,42311,0
airport19,1001.736842,0.719479,0.602079,1.321558,13158,13104,39092,39092,0
airport26,1001.947368,1.073864,0.775094,1.848958,14384,14326,42728,42728,0
airport27,1001.473684,0.822611,0.651185,1.473796,13686,13624,40484,40484,0
airport15,1000.052632,0.728943,0.617323,1.346266,14446,14392,43885,43885,0
airport18,1.684211,0.781274,0.783200,1.564474,13468,13406,39653,39653,0
airport13,1001.578947,0.826192,0.688571,1.514763,14052,13992,41969,41969,0
airport25,4.428571,0.776163,1.039359,1.815522,12446,12374,35477,35477,0
airport0,1002.418546,0.795206,0.849701,1.644907,14120,14068,42221,42221,0
airport24,8001.842105,1.181897,0.443127,1.625024,13688,13636,41275,41275,0
airport20,2.776942,0.822093,1.199839,2.021932,13690,13608,39801,39801,0
airport21,2.052632,1.061222,1.117764,2.178986,14700,14642,44377,44377,0
airport17,1.157895,0.745916,0.824262,1.570178,12678,12616,36728,36728,0
airport11,1.681704,0.686691,1.241348,1.928039,13242,13178,39337,39337,0
airport10,3.431078,0.854538,0.981374,1.835912,14170,14110,42084,42084,0
airport16,1.997494,0.721335,1.208273,1.929608,12832,12774,37695,37695,0
airport12,2001.105263,0.972286,1.155021,2.127307,16718,16644,50314,50314,0
airport14,1.095238,0.838378,1.943480,2.781858,17110,17040,52818,52818,0
airport1,0.421053,0.855398,0.632914,1.488312,12570,12514,36633,36633,0
airport23,1.210526,1.128357,0.538969,1.667326,11826,11772,34752,34752,1
airport22,1001.157895,1.343171,0.684250,2.027421,14022,13962,42344,42344,1
airport2,1001.473684,0.774010,0.945627,1.719637,12878,12822,37981,37981,0
airport28,1.105263,1.012381,1.766500,2.778881,13634,13562,40269,40269,0
airport29,1001.473684,1.214548,1.058024,2.272572,14328,14276,43928,43928,0
airport26,1001.736842,0.920293,0.992519,1.912812,14418,14360,42779,42779,1
airport30,1001.473684,0.760912,0.682711,1.443623,12314,12262,35811,35811,0
airport19,1001.526316,0.779193,0.881586,1.660779,13186,13132,39134,39134,1
airport32,1001.105263,1.512256,0.852660,2.364916,12684,12624,36970,36970,0
airport27,1001.315789,1.297522,1.065480,2.363002,13712,13650,40523,40523,1
airport24,6001.578947,0.857280,0.842893,1.700173,13718,13666,41320,41320,1
airport18,1.473684,0.989447,1.590372,2.579819,13492,13430,39689,39689,1
airport13,1001.368421,1.379381,0.780692,2.160073,14080,14020,42011,42011,1
airport42,1001.631579,0.760612,0.828280,1.588892,11462,11408,33193,33193,0
airport15,1000.000000,0.930697,0.967367,1.898064,14474,14420,43927,43927,1
airport21,1.736842,0.959072,1.039297,1.998369,14728,14670,44419,44419,1
airport34,1.892231,1.244390,1.655882,2.900272,14084,14032,42867,42867,0
airport31,1.681704,1.150633,1.887670,3.038303,12536,12468,37022,37022,0
airport20,2.776942,1.031805,1.905984,2.937789,13696,13614,39810,39810,1
airport35,1.491228,1.107640,0.917408,2.025048,14926,14872,45479,45479,0
airport43,1001.315789,0.932043,0.806234,1.738277,12602,12552,37303,37303,0
airport16,1.892231,1.464602,1.299001,2.763603,12856,12798,37731,37731,1
airport17,1.105263,1.279199,0.962200,2.241399,12700,12638,36761,36761,1
airport1,0.315789,1.437633,1.036687,2.474320,12598,12542,36675,36675,1
airport11,1.681704,1.417342,1.565955,2.983297,13258,13194,39361,39361,1
airport38,1.105263,1.157982,1.739922,2.897904,11960,11898,34499,34499,0
airport33,2001.105263,1.615341,2.272146,3.887487,14894,14818,44107,44107,0
airport40,1.315789,1.375102,1.023163,2.398265,13282,13224,39953,39953,0
airport14,1.095238,1.673245,2.246946,3.920191,17128,17058,52845,52845,1
airport23,1.157895,1.029734,1.438628,2.468362,11846,11792,34782,34782,2
airport3,1001.526316,1.568952,0.955348,2.524300,13526,13470,40106,40106,0
airport22,1001.105263,1.407727,0.887510,2.295237,14044,13984,42377,42377,2
airport12,2001.105263,1.737108,2.121246,3.858354,16740,16666,50347,50347,1
airport25,4.428571,1.513602,2.007652,3.521254,12460,12388,35498,35498,1
airport39,1.421053,1.624141,1.788986,3.413127,15056,14996,45051,45051,0
airport10,3.220551,1.769917,1.428365,3.198282,14200,14140,42129,42129,1
airport0,1002.155388,1.639810,1.292636,2.932446,14154,14102,42272,42272,1
airport36,1.105263,1.337953,1.639176,2.977129,13718,13650,40466,40466,0
airport44,1001.210526,1.469032,0.822177,2.291209,11578,11520,33115,33115,0
airport37,0.333333,1.567852,1.304867,2.872719,13128,13058,37694,37694,0
airport21,1.526316,0.938878,1.364614,2.303492,14756,14698,44461,44461,2
airport27,1001.210526,1.225108,1.074511,2.299619,13738,13676,40562,40562,2
airport15,1000.000000,1.191905,1.088318,2.280223,14494,14440,43957,43957,2
airport13,1001.210526,1.551350,0.654710,2.206060,14108,14048,42053,42053,2
airport26,1001.578947,1.762176,1.517426,3.279602,14450,14392,42827,42827,2
airport18,1.315789,1.360398,1.386037,2.746435,13516,13454,39725,39725,2
airport19,1001.368421,1.298831,1.357786,2.656617,13214,13160,39176,39176,2
airport2,1001.315789,1.430881,0.897871,2.328752,12906,12850,38023,38023,1
airport29,1001.315789,1.176338,1.030017,2.206355,14356,14304,43970,43970,1
airport11,1.681704,0.788249,1.478480,2.266729,13274,13210,39385,39385,2
airport45,1.200501,0.993763,1.744320,2.738083,13084,13010,37893,37893,0
airport17,2001.105263,0.803249,0.608845,1.412094,12718,12656,36788,36788,2
airport30,1001.368421,1.278453,0.531793,1.810246,12344,12292,35856,35856,1
airport10,3.010025,1.089658,1.639705,2.729363,14230,14170,42174,42174,2
airport24,6001.315789,1.327951,0.595664,1.923615,13748,13696,41365,41365,2
airport0,1001.997494,1.264234,1.471623,2.735857,14184,14132,42317,42317,2
