instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
metroplex11nDr1nDe0,2.105263,0.501087,0.065493,0.566580,3340,3330,6840,6840
metroplex10nDr1nDe1,2.040100,0.833488,0.251563,1.085051,4682,4631,11474,11474
metroplex0nDr1nDe1,3.832080,0.727114,0.468066,1.195180,5587,5520,13823,13823
metroplex12nDr1nDe0,2.052632,1.196783,0.073879,1.270662,4510,4484,9332,9332
metroplex10nDr1nDe0,2.421053,1.685712,0.150030,1.835742,5532,5494,11928,11928
metroplex10nDr0nDe2,4.944836,0.383900,1.814575,2.198475,5358,5144,13462,13462
metroplex11nDr1nDe1,13.180155,1.422758,0.775087,2.197845,6191,6115,15336,15336
metroplex0nDr1nDe0,2.052632,2.158230,0.213258,2.371488,8176,8118,17941,17941
metroplex13nDr0nDe1,11.055138,0.400812,0.879031,1.279843,3634,3595,8695,8695
metroplex0nDr0nDe1,3.298246,1.936117,1.492467,3.428584,10094,9974,25759,25759
metroplex13nDr1nDe0,2.210526,0.319196,0.018957,0.338153,1242,1242,2250,2250
metroplex12nDr0nDe1,7.225564,1.580898,2.077968,3.658866,6336,6249,15377,15377
metroplex11nDr0nDe1,9.644110,1.438596,2.373008,3.811604,7019,6935,17618,17618
metroplex14nDr0nDe2,5.393484,0.295156,1.116590,1.411746,5090,4890,12641,12641
metroplex13nDr1nDe1,3.413534,1.177877,0.483216,1.661093,6694,6610,16818,16818
metroplex12nDr0nDe2,14.837093,1.663611,3.213820,4.877431,10086,9766,26456,26456
metroplex12nDr1nDe1,2.869674,4.055837,1.411373,5.467210,17165,16976,44339,44339
metroplex14nDr1nDe1,7.709273,0.523914,0.803277,1.327191,5176,5134,13015,13015
metroplex13nDr0nDe2,12.100251,1.440799,3.750758,5.191557,7392,7119,19277,19277
metroplex12nDr0nDe3,10.892231,1.192979,6.388096,7.581075,9464,8819,24009,24009
metroplex0nDr0nDe2,11.558897,2.898537,4.882205,7.780742,13640,13274,37572,37572
metroplex13nDr0nDe3,5.556391,1.253805,3.824278,5.078083,11392,10720,30975,30975
grid11nDr1nDe1,3.626566,0.581211,0.237144,0.818355,5789,5754,12824,12824
metroplex11nDr0nDe2,11.015038,3.816652,4.953065,8.769717,19250,18836,54011,54011
grid11nDr1nDe0,3.210526,1.250329,0.101873,1.352202,5264,5258,9223,9223
metroplex14nDr1nDe0,1.947368,4.289363,0.799292,5.088655,17268,17148,40388,40388
grid10nDr1nDe1,3.172932,1.250955,0.373117,1.624072,6830,6778,14879,14879
grid12nDr1nDe0,2.210526,2.044112,0.200852,2.244964,8748,8714,15708,15708
grid10nDr0nDe3,3.922306,0.984794,1.752751,2.737545,8721,8165,20717,20717
grid0nDr1nDe1,5.694236,1.780243,1.128310,2.908553,12394,12281,27079,27079
grid10nDr1nDe0,2.263158,2.576368,0.440768,3.017136,12248,12186,22555,22555
grid11nDr0nDe1,2.832080,2.356060,0.901443,3.257503,13651,13529,29614,29614
grid12nDr0nDe1,3.288221,2.770232,0.952327,3.722559,13313,13204,29071,29071
grid10nDr0nDe1,2.358396,2.603775,1.292310,3.896085,15022,14890,32697,32697
metroplex14nDr0nDe1,1.631579,5.653628,2.934853,8.588481,20666,20421,53805,53805
grid0nDr1nDe0,3.526316,3.890013,0.370028,4.260041,15170,15092,28274,28274
grid0nDr0nDe1,3.498747,3.266352,1.169255,4.435607,17050,16899,37249,37249
grid11nDr0nDe3,5.964912,1.778837,2.435150,4.213987,12293,11681,30607,30607
grid13nDr0nDe1,5.932331,1.590332,0.642954,2.233286,7870,7804,17211,17211
grid12nDr1nDe1,2.649123,2.642257,1.781774,4.424031,12828,12725,27974,27974
metroplex15nDr1nDe1,3.215539,4.182716,2.310999,6.493715,17143,16940,44190,44190
grid13nDr0nDe2,6.686717,1.083653,1.415660,2.499313,9236,8981,22046,22046
grid11nDr0nDe2,8.899749,2.678177,2.718829,5.397006,18326,17970,43573,43573
grid13nDr1nDe0,3.052632,1.437636,0.098139,1.535775,6402,6384,11409,11409
metroplex14nDr0nDe3,7.859649,2.152673,7.472843,9.625516,13666,12977,38468,38468
grid12nDr0nDe2,9.578947,2.649305,3.280720,5.930025,14502,14198,34722,34722
metroplex15nDr1nDe0,1.421053,6.078142,1.327549,7.405691,19096,18944,44285,44285
metroplex16nDr1nDe0,2.210526,3.607229,0.557634,4.164863,11454,11362,25869,25869
grid14nDr0nDe2,2.842105,0.436752,0.397186,0.833938,6294,6085,14743,14743
metroplex16nDr0nDe1,12.631579,4.095928,3.688605,7.784533,15822,15639,40860,40860
grid13nDr1nDe1,1.807018,1.370013,0.710449,2.080462,9475,9391,20675,20675
metroplex16nDr1nDe1,2.213033,2.514555,1.397101,3.911656,9385,9273,23749,23749
metroplex17nDr0nDe1,2.904762,2.201520,1.274983,3.476503,11377,11261,29570,29570
airport0nDr1nDe0,0.894737,0.206986,0.070502,0.277488,2788,2788,5910,5910
airport0nDr0nDe1,1.075188,0.242960,0.142189,0.385149,4171,4153,9946,9946
airport12nDr1nDe1,1.411028,0.246819,0.139877,0.386696,4364,4346,10537,10537
airport0nDr1nDe1,0.822055,0.327972,0.331783,0.659755,6238,6193,15066,15066
airport10nDr1nDe0,0.789474,0.562109,0.146721,0.708830,5740,5720,12621,12621
airport11nDr1nDe1,0.937343,0.411468,0.211107,0.622575,5842,5806,14116,14116
airport11nDr1nDe0,0.526316,0.510218,0.159845,0.670063,5884,5858,13057,13057
airport11nDr0nDe3,1.699248,0.433508,0.287785,0.721293,8474,7967,20208,20208
airport12nDr1nDe0,1.631579,0.748083,0.243803,0.991886,7874,7854,18243,18243
airport10nDr1nDe1,3.699248,0.618401,0.544331,1.162732,7110,7060,17340,17340
airport13nDr0nDe1,1.305764,0.234980,0.096514,0.331494,3469,3451,8061,8061
grid13nDr0nDe3,8.553885,1.160548,4.459770,5.620318,12584,11969,31315,31315
airport12nDr0nDe2,1.471178,0.767530,0.365061,1.132591,11864,11629,30906,30906
airport12nDr0nDe1,0.884712,0.877786,0.281584,1.159370,9428,9371,23566,23566
grid12nDr0nDe3,3.020050,2.408345,6.511513,8.919858,19313,18615,48448,48448
airport11nDr0nDe1,1.295739,0.968725,0.490742,1.459467,11880,11800,29844,29844
grid0nDr0nDe2,2.982456,5.105690,4.159687,9.265377,21198,20812,50819,50819
airport11nDr0nDe2,1.032581,0.853151,0.712729,1.565880,12862,12611,33589,33589
grid10nDr0nDe2,5.453634,4.936793,4.385404,9.322197,25640,25229,60942,60942
airport0nDr0nDe2,1.433584,1.218094,0.504263,1.722357,14020,13761,36867,36867
airport13nDr1nDe0,0.631579,0.015976,0.016550,0.032526,278,278,397,397
metroplex17nDr0nDe2,4.421053,1.584432,3.065539,4.649971,8626,8355,23334,23334
airport12nDr0nDe3,2.157895,0.945311,0.664240,1.609551,14310,13754,37539,37539
airport13nDr0nDe2,3.832080,0.536900,0.389587,0.926487,7818,7609,19579,19579
airport10nDr0nDe3,2.573935,1.318136,0.758853,2.076989,15941,15353,42423,42423
airport10nDr0nDe1,1.295739,1.468458,0.778362,2.246820,13367,13274,33595,33595
airport10nDr0nDe2,1.115288,1.645895,0.618711,2.264606,15860,15571,41512,41512
airport14nDr0nDe2,1.518797,0.250355,0.170635,0.420990,5498,5318,13105,13105
airport13nDr1nDe1,1.411028,0.432490,0.197086,0.629576,6009,5972,14628,14628
airport0nDr0nDe3,1.300752,1.448876,1.582967,3.031843,17174,16572,45682,45682
metroplex11nDr0nDe3,13.110276,3.949657,14.375247,18.324904,21367,20559,62175,62175
grid14nDr1nDe0,2.263158,3.796809,0.609917,4.406726,14840,14764,27422,27422
airport14nDr1nDe0,1.263158,1.347043,0.428921,1.775964,16098,16055,39046,39046
grid0nDr0nDe3,6.408521,5.419798,6.104032,11.523830,26076,25284,65633,65633
metroplex17nDr1nDe1,2.553885,0.900451,0.748873,1.649324,4543,4496,11180,11180
airport17nDr0nDe1,1.200501,0.239689,0.110426,0.350115,3522,3504,8141,8141
airport14nDr1nDe1,1.348371,1.409823,0.696895,2.106718,16728,16639,43095,43095
metroplex17nDr1nDe0,2.157895,3.255722,0.252148,3.507870,9256,9202,20997,20997
airport16nDr0nDe2,1.972431,0.911456,0.462166,1.373622,10856,10611,27908,27908
airport14nDr0nDe1,1.761905,1.494949,1.388725,2.883674,18388,18266,46976,46976
airport13nDr0nDe3,3.000000,1.215739,2.368972,3.584711,17676,17045,46817,46817
airport16nDr0nDe3,1.909774,0.804805,0.553343,1.358148,11788,11234,30145,30145
airport15nDr1nDe0,0.052632,1.375819,0.578025,1.953844,14078,14026,33301,33301
airport15nDr1nDe1,2.596491,1.190826,0.638147,1.828973,13871,13793,35562,35562
airport17nDr1nDe0,1.052632,0.125023,0.053202,0.178225,2052,2052,4099,4099
airport17nDr0nDe3,3.822055,0.230808,0.316790,0.547598,5961,5489,12724,12724
airport16nDr1nDe1,10.192982,0.589954,0.730158,1.320112,7036,6984,17082,17082
airport17nDr0nDe2,1.476190,0.542952,0.301654,0.844606,7850,7636,19562,19562
airport16nDr1nDe0,1.000000,1.230496,0.374172,1.604668,11052,11008,25394,25394
airport16nDr0nDe1,0.285714,1.261259,0.973231,2.234490,12938,12829,31995,31995
airport15nDr0nDe1,0.476190,1.322246,1.564728,2.886974,15345,15240,38854,38854
airport15nDr0nDe2,1.476190,1.388051,1.548829,2.936880,16352,16063,42728,42728
airport18nDr0nDe1,1.548872,0.242245,0.115909,0.358154,3491,3473,8094,8094
airport15nDr0nDe3,1.761905,1.369840,1.817469,3.187309,17986,17380,47565,47565
grid17nDr0nDe2,6.481203,1.374563,1.239790,2.614353,9858,9599,23649,23649
