instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport19,+Inf,0.483514,0.069078,0.552592,10855,10819,25574,25574,0
airport18,+Inf,0.473342,0.037401,0.510743,8827,8797,20139,20139,0
airport15,1.210526,0.310430,0.102927,0.413357,7849,7827,18667,18667,0
airport27,+Inf,0.515065,0.055020,0.570085,10075,10037,23363,23363,0
airport13,+Inf,0.558501,0.070106,0.628607,10107,10067,23422,23422,0
airport25,+Inf,0.272988,0.049920,0.322908,5639,5615,12373,12373,0
airport21,0.631579,0.343326,0.114702,0.458028,8519,8489,19898,19898,0
airport14,+Inf,0.421576,0.050156,0.471732,10367,10337,24869,24869,0
airport11,+Inf,0.654902,0.080976,0.735878,12177,12125,28359,28359,0
airport20,+Inf,0.385004,0.035008,0.420012,7469,7435,16704,16704,0
airport24,+Inf,0.685814,0.088228,0.774042,13381,13333,31777,31777,0
airport0,+Inf,0.672269,0.072521,0.744790,12361,12319,28999,28999,0
airport16,1.049786,0.685912,0.244754,0.930666,10659,10617,24483,24483,0
airport17,1.210526,0.707131,0.210186,0.917317,11865,11815,27305,27305,0
airport1,2.728319,0.686932,0.249367,0.936299,11641,11593,26818,26818,0
airport12,+Inf,1.071336,0.092298,1.163634,16577,16515,39484,39484,0
airport10,+Inf,0.942372,0.077887,1.020259,13733,13675,31969,31969,0
airport2,1.157895,0.407254,0.095957,0.503211,7921,7897,18090,18090,0
airport29,+Inf,0.639595,0.078465,0.718060,13339,13293,31865,31865,0
airport30,+Inf,0.383031,0.050039,0.433070,7807,7783,17782,17782,0
airport32,0.947368,0.409953,0.118267,0.528220,8305,8271,18885,18885,0
airport28,+Inf,0.348868,0.035324,0.384192,6943,6923,15837,15837,0
airport40,+Inf,0.352036,0.044753,0.396789,7239,7211,16353,16353,0
airport34,+Inf,0.395492,0.054789,0.450281,9359,9333,22342,22342,0
airport38,+Inf,0.349950,0.029342,0.379292,6111,6087,13507,13507,0
airport31,+Inf,0.612316,0.065203,0.677519,11067,11021,25705,25705,0
airport43,+Inf,0.389717,0.044617,0.434334,6927,6905,15939,15939,0
airport15,0.894737,0.310710,0.103161,0.413871,7875,7853,18706,18706,1
airport19,+Inf,0.498303,0.048378,0.546681,10885,10849,25619,25619,1
airport27,+Inf,0.541433,0.049055,0.590488,10105,10067,23408,23408,1
airport13,+Inf,0.561514,0.072574,0.634088,10133,10093,23461,23461,1
airport18,+Inf,0.491015,0.054974,0.545989,8863,8833,20193,20193,1
airport21,0.842105,0.352297,0.147183,0.499480,8545,8515,19937,19937,1
airport25,+Inf,0.281628,0.051354,0.332982,5663,5639,12409,12409,1
airport11,+Inf,0.664679,0.070288,0.734967,12201,12149,28395,28395,1
airport20,+Inf,0.393246,0.036334,0.429580,7491,7457,16737,16737,1
airport35,+Inf,0.761611,0.065048,0.826659,14507,14455,34536,34536,0
airport16,1.207680,0.600618,0.183376,0.783994,10689,10647,24528,24528,1
airport0,+Inf,0.770783,0.063941,0.834724,12397,12355,29053,29053,1
airport24,+Inf,0.704154,0.068770,0.772924,13413,13365,31825,31825,1
airport14,+Inf,0.439776,0.053641,0.493417,10395,10365,24911,24911,1
airport33,+Inf,0.679462,0.056115,0.735577,12287,12239,28752,28752,0
airport39,+Inf,0.759868,0.062295,0.822163,14009,13967,33206,33206,0
airport1,2.359898,0.698851,0.266149,0.965000,11671,11623,26863,26863,1
airport17,0.894737,0.718330,0.200240,0.918570,11893,11843,27347,27347,1
airport37,1.157895,0.743093,0.179772,0.922865,11659,11609,26824,26824,0
