instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport19,1001.526316,0.634392,0.178030,0.812422,13158,7801,20928,20928,0
airport13,1001.368421,0.730106,0.194539,0.924645,14052,8315,22369,22369,0
airport22,1001.000000,0.638164,0.233350,0.871514,14000,8260,22515,22515,0
airport24,8001.842105,0.623561,0.248616,0.872177,16308,10878,33624,33624,0
airport11,1.310777,0.605614,0.369164,0.974778,13242,7883,21083,21083,0
airport15,1000.052632,0.631765,0.287562,0.919327,15831,9933,29451,29451,0
airport17,1.157895,0.647542,0.372330,1.019872,15428,10467,31618,31618,0
airport16,1.626566,0.632750,0.404616,1.037366,12832,7652,20243,20243,0
airport27,1001.263158,0.729075,0.242608,0.971683,13686,8148,21704,21704,0
airport1,0.421053,0.652703,0.325536,0.978239,13382,8688,25019,25019,0
airport23,1.315789,0.500870,0.562949,1.063819,15066,10610,32187,32187,0
airport26,1001.736842,0.802997,0.270420,1.073417,14384,8525,22878,22878,0
airport18,1.684211,0.678867,0.460139,1.139006,15598,10573,32151,32151,0
airport0,1002.418546,0.675758,0.713950,1.389708,16184,10888,33420,33420,0
airport12,2000.894737,0.854989,0.496132,1.351121,19050,12652,39042,39042,0
airport10,3.060150,0.763516,0.714464,1.477980,14170,8392,22530,22530,0
airport14,1.095238,0.790639,0.654096,1.444735,17110,10041,27866,27866,0
airport21,2.052632,0.688252,0.845408,1.533660,18426,12678,39745,39745,0
airport25,4.428571,0.694743,1.178555,1.873298,12446,7578,19467,19467,0
airport20,2.406015,0.737224,1.215852,1.953076,13690,8272,21569,21569,0
airport29,1001.263158,0.613754,0.227122,0.840876,14328,8351,23092,23092,0
airport2,1001.263158,0.673582,0.205654,0.879236,12878,7627,20267,20267,0
airport30,1001.263158,0.633869,0.190851,0.824720,12314,7366,19387,19387,0
airport28,1.105263,0.681037,1.501057,2.182094,16188,10895,33131,33131,0
airport32,1000.894737,0.664039,0.203494,0.867533,12684,7597,19954,19954,0
airport31,1.310777,0.576070,0.453412,1.029482,12536,7476,19890,19890,0
airport34,1.521303,0.609340,0.400407,1.009747,14084,8258,22727,22727,0
airport35,1.491228,0.652604,0.371091,1.023695,16476,11031,33807,33807,0
airport33,2000.894737,0.869768,0.375726,1.245494,17164,11575,35336,35336,0
airport36,1.105263,0.671657,0.470424,1.142081,16270,10975,33330,33330,0
airport37,0.333333,0.755544,0.273230,1.028774,13128,7981,20626,20626,0
airport39,1.421053,0.746478,0.275136,1.021614,16884,11381,34909,34909,0
airport3,1001.315789,0.700334,0.219938,0.920272,13526,8053,21560,21560,0
airport40,1.315789,0.594827,0.255943,0.850770,15298,10278,31364,31364,0
airport38,1.105263,0.614999,0.593805,1.208804,14442,9894,29812,29812,0
airport41,1.310777,0.447321,0.396339,0.843660,9763,6593,18190,18190,0
airport42,1001.421053,0.602342,0.176168,0.778510,11462,6861,17963,17963,0
airport43,1001.105263,0.603994,0.240316,0.844310,12602,7499,20053,20053,0
airport44,1001.000000,0.636062,0.202447,0.838509,11578,6996,18043,18043,0
airport45,1.200501,0.680083,0.414860,1.094943,15742,10728,32314,32314,0
airport46,1.105263,0.818586,0.539281,1.357867,18546,12404,38145,38145,0
airport47,1.576441,0.668275,0.349095,1.017370,14742,8614,23835,23835,0
airport48,2.210526,0.569687,0.481386,1.051073,16652,10906,34049,34049,0
airport49,1.050125,0.727886,0.263783,0.991669,13290,7991,21039,21039,0
airport4,1001.000000,0.699220,0.282686,0.981906,13638,8127,21497,21497,0
airport51,1.789474,0.677036,0.230952,0.907988,14976,10195,30971,30971,0
airport52,1.842105,0.615119,0.230481,0.845600,13900,9523,28836,28836,0
airport53,1.095238,0.729204,0.215971,0.945175,14142,8405,22571,22571,0
airport50,1.105263,0.811000,0.769630,1.580630,18074,12134,37113,37113,0
airport54,2000.894737,0.559412,0.377426,0.936838,14174,9706,29061,29061,0
airport55,4000.894737,0.593730,0.345848,0.939578,12475,8074,23333,23333,0
airport58,2000.894737,0.557433,0.252816,0.810249,14252,9735,29172,29172,0
airport56,1000.894737,0.802522,0.261486,1.064008,15092,8967,24208,24208,0
airport57,1001.842105,0.828649,0.265308,1.093957,14664,8740,23322,23322,0
airport61,1000.947368,0.547813,0.227287,0.775100,11738,7009,18486,18486,0
airport62,1001.263158,0.608580,0.208222,0.816802,13062,7729,20916,20916,0
airport59,1001.681704,0.707243,0.396759,1.104002,15458,10581,31838,31838,0
airport5,1.310777,0.634959,0.427919,1.062878,12532,7504,19642,19642,0
airport63,1001.681704,0.556270,0.405900,0.962170,13516,9321,27728,27728,0
airport60,1.105263,0.687593,0.688234,1.375827,17360,11595,35493,35493,0
airport64,1001.681704,0.530768,0.535717,1.066485,14256,9672,29043,29043,0
airport66,1001.894737,0.727725,0.169653,0.897378,12596,7544,19797,19797,0
airport65,1000.894737,0.837370,0.493614,1.330984,16474,9764,26320,26320,0
airport67,1002.892231,0.684868,0.381216,1.066084,15498,10427,31889,31889,0
airport68,1001.210526,0.761261,0.219321,0.980582,13596,8138,21443,21443,0
