instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport19,+Inf,0.497162,0.037510,0.534672,10855,6469,17516,17516,0
airport13,+Inf,0.547815,0.037596,0.585411,10107,6147,16174,16174,0
airport27,+Inf,0.522916,0.045874,0.568790,10075,6121,16099,16099,0
airport15,1.210526,0.306676,0.091779,0.398455,7849,4744,12857,12857,0
airport18,+Inf,0.482064,0.041499,0.523563,8827,5447,13951,13951,0
airport11,+Inf,0.652609,0.045022,0.697631,12177,7225,19403,19403,0
airport21,0.631579,0.433219,0.112370,0.545589,8519,5202,13730,13730,0
airport24,+Inf,0.690609,0.062125,0.752734,13381,7883,21695,21695,0
airport14,+Inf,0.428754,0.039083,0.467837,10367,6165,16981,16981,0
airport16,1.049786,0.585734,0.227533,0.813267,10659,6457,16855,16855,0
airport0,+Inf,0.668718,0.048014,0.716732,12361,7382,19861,19861,0
airport17,1.210526,0.701707,0.225007,0.926714,11865,7145,18775,18775,0
airport1,2.728319,0.682491,0.203726,0.886217,11641,6992,18422,18422,0
airport25,+Inf,0.267494,0.034713,0.302207,5639,3592,8683,8683,0
airport10,+Inf,0.874302,0.051749,0.926051,13733,8216,21933,21933,0
airport20,+Inf,0.392217,0.041044,0.433261,7469,4695,11676,11676,0
airport12,+Inf,1.026263,0.062950,1.089213,16577,9763,26896,26896,0
airport2,1.157895,0.401495,0.083303,0.484798,7921,4837,12464,12464,0
airport29,+Inf,0.593264,0.073731,0.666995,13339,7767,21611,21611,0
airport30,+Inf,0.419094,0.030229,0.449323,7807,4801,12310,12310,0
airport32,0.947368,0.406554,0.111064,0.517618,8305,5076,13033,13033,0
airport28,+Inf,0.343742,0.039185,0.382927,6943,4335,11035,11035,0
airport34,+Inf,0.390221,0.045202,0.435423,9359,5589,15330,15330,0
airport31,+Inf,0.599482,0.064722,0.664204,11067,6653,17703,17703,0
airport40,+Inf,0.347428,0.025299,0.372727,7239,4512,11367,11367,0
airport38,+Inf,0.309394,0.023839,0.333233,6111,3875,9481,9481,0
airport35,+Inf,0.739748,0.046555,0.786303,14507,8572,23580,23580,0
airport33,+Inf,0.639093,0.052362,0.691455,12287,7381,19758,19758,0
airport43,+Inf,0.296668,0.037094,0.333762,6927,4221,10999,10999,0
airport36,+Inf,0.734787,0.062111,0.796898,13607,8138,21791,21791,0
airport39,+Inf,0.744615,0.045984,0.790599,14009,8316,22668,22668,0
airport3,0.631579,0.741084,0.207361,0.948445,13169,7873,21006,21006,0
airport37,1.157895,0.748463,0.159162,0.907625,11659,7076,18478,18478,0
airport44,1.105263,0.585743,0.144780,0.730523,9937,6014,15533,15533,0
airport47,+Inf,0.319657,0.038913,0.358570,6825,4289,10855,10855,0
airport45,+Inf,0.514906,0.035737,0.550643,9309,5708,14723,14723,0
airport4,+Inf,0.363209,0.038897,0.402106,6961,4406,10828,10828,0
airport48,+Inf,0.407742,0.042102,0.449844,11169,6547,18491,18491,0
airport49,+Inf,0.533041,0.049701,0.582742,9853,5977,15706,15706,0
airport52,+Inf,0.485365,0.045283,0.530648,9029,5495,14169,14169,0
airport58,+Inf,0.343723,0.036544,0.380267,7005,4379,10970,10970,0
airport54,+Inf,0.657644,0.039752,0.697396,11949,7168,19102,19102,0
airport51,1.526316,0.747713,0.188060,0.935773,12567,7484,19880,19880,0
airport55,+Inf,0.643263,0.052618,0.695881,10915,6538,17147,17147,0
airport53,+Inf,0.722148,0.057092,0.779240,13415,7971,21575,21575,0
airport56,+Inf,0.480121,0.050458,0.530579,7739,4824,12143,12143,0
airport50,2.092732,0.462278,0.118151,0.580429,8723,5392,13876,13876,0
airport61,+Inf,0.467983,0.047302,0.515285,9499,5701,15059,15059,0
airport57,1.473684,0.548234,0.119165,0.667399,9611,5894,15296,15296,0
airport59,2.413995,0.350520,0.099161,0.449681,6623,4159,10322,10322,0
airport5,2.189025,0.494653,0.172552,0.667205,9745,5861,15371,15371,0
airport62,+Inf,0.612875,0.041842,0.654717,12509,7383,20037,20037,0
airport63,2.094756,0.617859,0.170780,0.788639,10677,6404,16653,16653,0
airport64,1.349042,0.330659,0.183146,0.513805,8031,4865,12805,12805,0
airport60,+Inf,0.451790,0.064766,0.516556,10325,6207,16852,16852,0
airport67,+Inf,0.307657,0.025825,0.333482,6489,4067,10137,10137,0
airport68,+Inf,0.423228,0.038806,0.462034,7421,4630,11526,11526,0
airport72,0.789474,0.267552,0.104434,0.371986,6325,3935,9896,9896,0
airport66,+Inf,0.787845,0.044271,0.832116,11937,7182,18922,18922,0
airport65,1.285714,0.488772,0.125448,0.614220,10073,6133,16175,16175,0
airport71,+Inf,0.656660,0.054109,0.710769,11279,6778,17734,17734,0
airport6,+Inf,0.717637,0.049031,0.766668,15067,8747,24664,24664,0
airport75,+Inf,0.668798,0.049124,0.717922,10773,6508,16991,16991,0
airport74,1.210526,0.396103,0.082380,0.478483,7843,4886,12364,12364,0
airport78,+Inf,0.282711,0.037050,0.319761,6917,4239,10939,10939,0
airport81,0.842105,0.338800,0.111067,0.449867,7775,4735,12151,12151,0
airport73,1.771652,0.583816,0.181521,0.765337,9931,6119,15797,15797,0
airport77,+Inf,0.475724,0.036506,0.512230,10851,6363,17665,17665,0
airport80,+Inf,0.485379,0.031036,0.516415,9065,5502,14338,14338,0
airport70,+Inf,0.566633,0.058937,0.625570,14259,8283,23597,23597,0
airport82,+Inf,0.533695,0.047548,0.581243,10639,6396,16995,16995,0
