instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport19,+Inf,0.481312,0.166433,0.647745,15835,11553,35058,35058,0
airport27,+Inf,0.520719,0.034665,0.555384,10075,6121,16099,16099,0
airport13,+Inf,0.534980,0.175190,0.710170,13967,10118,31205,31205,0
airport18,+Inf,0.467073,0.046343,0.513416,9599,6497,18451,18451,0
airport11,+Inf,0.633384,0.108560,0.741944,14291,9714,29920,29920,0
airport14,+Inf,0.419596,0.058887,0.478483,11576,7415,22115,22115,0
airport15,1.210526,0.291176,0.725140,1.016316,9643,6825,20214,20214,0
airport16,1.049786,0.568719,0.396414,0.965133,12739,8894,26932,26932,0
airport21,0.631579,0.346253,0.101339,0.447592,8519,5202,13730,13730,0
airport24,+Inf,0.679166,0.472980,1.152146,15621,10496,32790,32790,0
airport0,+Inf,0.647774,0.164288,0.812062,15819,11230,35305,35305,0
airport17,1.210526,0.724466,0.446610,1.171076,13117,8521,24935,24935,0
airport25,+Inf,0.256811,0.049209,0.306020,6643,4684,12683,12683,0
airport10,+Inf,0.868146,0.068745,0.936891,14571,9412,27736,27736,0
airport12,+Inf,0.995187,0.161548,1.156735,19563,12886,41035,41035,0
airport20,+Inf,0.389657,0.126798,0.516455,9985,7239,21184,21184,0
airport1,2.728319,0.659091,0.856343,1.515434,15473,11022,34477,34477,0
airport2,1.157895,0.401500,0.093633,0.495133,7921,4837,12464,12464,0
airport29,+Inf,0.590895,0.398440,0.989335,19368,14039,42636,42636,0
airport30,+Inf,0.374835,0.179690,0.554525,10177,7232,21453,21453,0
airport28,+Inf,0.344010,0.040002,0.384012,6943,4335,11035,11035,0
airport32,0.947368,0.401443,0.098929,0.500372,8305,5076,13033,13033,0
airport34,+Inf,0.390130,0.045042,0.435172,9359,5589,15330,15330,0
airport31,+Inf,0.584866,0.077204,0.662070,13659,9354,28776,28776,0
airport35,+Inf,0.720234,0.087643,0.807877,16681,11115,34701,34701,0
airport33,+Inf,0.624100,0.069419,0.693519,14471,9909,30462,30462,0
airport40,+Inf,0.336131,0.064424,0.400555,9575,6904,20024,20024,0
airport38,+Inf,0.326029,0.219932,0.545961,13067,10025,26466,26466,0
airport41,+Inf,0.431550,0.108246,0.539796,10557,7617,22313,22313,0
airport39,+Inf,0.724138,0.128741,0.852879,17517,12275,39013,39013,0
airport37,1.157895,0.708813,0.376298,1.085111,12772,8382,24393,24393,0
airport36,+Inf,0.726675,0.380370,1.107045,14940,9555,28287,28287,0
airport3,0.631579,0.736372,0.204422,0.940794,13169,7873,21006,21006,0
airport43,+Inf,0.288037,0.051819,0.339856,9411,6570,19501,19501,0
airport44,1.105263,0.586653,0.132767,0.719420,9937,6014,15533,15533,0
airport45,+Inf,0.501923,0.182540,0.684463,10110,6791,19409,19409,0
airport47,+Inf,0.314467,0.221128,0.535595,10478,7900,22937,22937,0
airport48,+Inf,0.396633,0.218569,0.615202,13920,9792,30105,30105,0
airport49,+Inf,0.521426,0.135144,0.656570,11591,8182,24722,24722,0
airport4,+Inf,0.353174,0.130845,0.484019,10355,7882,22545,22545,0
airport52,+Inf,0.465299,0.144162,0.609461,11055,7816,23445,23445,0
airport51,1.526316,0.812297,0.165155,0.977452,12567,7484,19880,19880,0
airport53,+Inf,0.724430,0.055712,0.780142,13415,7971,21575,21575,0
airport50,2.092732,0.432851,0.293826,0.726677,9881,6623,18961,18961,0
airport54,+Inf,0.677868,0.084648,0.762516,14685,9985,30938,30938,0
airport58,+Inf,0.355533,0.064179,0.419712,9115,6642,19222,19222,0
airport55,+Inf,0.644447,0.052466,0.696913,10915,6538,17147,17147,0
airport56,+Inf,0.417981,0.032408,0.450389,8764,5980,16852,16852,0
airport57,1.473684,0.548067,0.118385,0.666452,9611,5894,15296,15296,0
airport61,+Inf,0.504395,0.036563,0.540958,9499,5701,15059,15059,0
airport59,2.413995,0.339038,0.263066,0.602104,7338,5128,14198,14198,0
airport5,2.189025,0.495811,0.161682,0.657493,9745,5861,15371,15371,0
airport60,+Inf,0.441002,0.047085,0.488087,11530,7499,22220,22220,0
airport62,+Inf,0.649826,0.452716,1.102542,23566,17349,49285,49285,0
