instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport23,1.315789,0.540818,0.402806,0.943624,75454,7006,26120,26120,0
airport22,1001.210526,0.664581,0.796808,1.461389,92720,8260,31863,31863,0
airport26,1001.947368,0.824023,0.655572,1.479595,114014,8525,32098,32098,0
airport27,1001.473684,0.756400,0.443189,1.199589,105190,8148,30478,30478,0
airport15,1000.052632,0.668638,0.454359,1.122997,92886,8518,32997,32997,0
airport19,1001.736842,0.663902,0.616930,1.280832,91478,7801,29400,29400,0
airport13,1001.578947,0.798513,0.522600,1.321113,105556,8315,31561,31561,0
airport24,8001.842105,0.663036,0.393384,1.056420,91248,8085,31047,31047,0
airport18,1.684211,0.722820,0.689715,1.412535,100114,8025,29821,29821,0
airport25,4.428571,0.720245,0.930991,1.651236,100142,7578,26737,26737,0
airport21,2.052632,0.725230,0.802583,1.527813,101136,8645,33299,33299,0
airport0,1002.418546,0.730379,0.742083,1.472462,100220,8358,31713,31713,0
airport11,1.681704,0.636497,0.930040,1.566537,87771,7883,29649,29649,0
airport16,1.997494,0.668809,0.879413,1.548222,91352,7652,28363,28363,0
airport20,2.776942,0.758386,1.082557,1.840943,104678,8272,30039,30039,0
airport10,3.431078,0.801940,0.866049,1.667989,109738,8392,31588,31588,0
airport17,1.157895,0.715593,0.539308,1.254901,95662,7623,27666,27666,0
airport1,0.421053,0.709003,0.485230,1.194233,95390,7546,27617,27617,0
airport14,1.095238,0.775796,1.349731,2.125527,106464,10041,39704,39704,0
airport12,2001.105263,0.930662,0.982626,1.913288,125100,9896,37792,37792,0
airport23,1.210526,0.557522,0.775618,1.333140,75474,7026,26150,26150,1
airport28,1.105263,0.712862,1.238149,1.951011,96413,8146,30369,30369,0
airport2,1001.473684,0.712143,0.418715,1.130858,96600,7627,28539,28539,0
airport22,1001.157895,0.684940,1.016326,1.701266,92742,8282,31896,31896,1
airport26,1001.736842,0.864520,0.913538,1.778058,114048,8559,32149,32149,1
airport15,1000.000000,0.699687,0.505374,1.205061,92914,8546,33039,33039,1
airport13,1001.368421,0.798489,0.509492,1.307981,105584,8343,31603,31603,1
airport19,1001.526316,0.687688,0.703752,1.391440,91506,7829,29442,29442,1
airport27,1001.315789,0.790368,0.522832,1.313200,105216,8174,30517,30517,1
airport30,1001.473684,0.703478,0.449364,1.152842,90874,7366,26937,26937,0
airport24,6001.578947,0.724899,0.416875,1.141774,91278,8115,31092,31092,1
airport18,1.473684,0.770600,0.840154,1.610754,100138,8049,29857,29857,1
airport25,4.428571,0.877744,1.056531,1.934275,100156,7592,26758,26758,1
airport32,1001.105263,0.819475,0.494865,1.314340,96078,7597,27848,27848,0
airport21,1.736842,0.773073,0.952350,1.725423,101164,8673,33341,33341,1
airport11,1.681704,0.676690,0.949494,1.626184,87787,7899,29673,29673,1
airport29,1001.473684,0.689189,0.847785,1.536974,88896,8351,32990,32990,0
airport0,1002.155388,0.886805,0.852558,1.739363,100254,8392,31764,31764,1
airport20,2.776942,0.808207,1.090907,1.899114,104684,8278,30048,30048,1
airport1,0.315789,0.750598,0.696816,1.447414,95418,7574,27659,27659,1
airport16,1.892231,0.726522,0.897829,1.624351,91376,7676,28399,28399,1
airport14,1.095238,0.831398,1.396985,2.228383,106482,10059,39731,39731,1
airport17,1.105263,0.739106,0.823226,1.562332,95684,7645,27699,27699,1
airport31,1.681704,0.742098,1.078888,1.820986,83596,7476,27940,27940,0
airport10,3.220551,1.098474,0.992498,2.090972,109768,8422,31633,31633,1
airport23,1.157895,0.586891,0.431052,1.017943,75494,7046,26180,26180,2
airport34,1.892231,0.681732,1.030400,1.712132,88691,8258,32217,32217,0
airport12,2001.105263,0.951317,0.956564,1.907881,125122,9918,37825,37825,1
airport42,1001.631579,0.640141,0.405703,1.045844,86849,6861,25001,25001,0
airport22,1001.105263,0.685082,0.482402,1.167484,92764,8304,31929,31929,2
airport40,1.315789,0.845305,0.447549,1.292854,88084,7841,30097,30097,0
airport38,1.105263,0.674675,0.718493,1.393168,91360,7215,26037,26037,0
airport35,1.491228,0.850754,0.740957,1.591711,96721,8790,34181,34181,0
airport33,2001.105263,0.867127,1.138800,2.005927,114614,8905,33239,33239,0
airport43,1001.315789,0.650011,0.410582,1.060593,87326,7499,28093,28093,0
airport15,1000.000000,0.693018,0.477305,1.170323,92934,8566,33069,33069,2
airport3,1001.526316,0.888176,0.462310,1.350486,100592,8053,30190,30190,0
airport26,1001.578947,0.859300,0.878709,1.738009,114080,8591,32197,32197,2
airport36,1.105263,0.787007,0.886955,1.673962,95800,8207,30500,30500,0
airport39,1.421053,0.819971,1.085148,1.905119,109304,8937,33865,33865,0
airport37,0.333333,0.811704,0.797575,1.609279,109268,7981,28424,28424,0
