instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport23,1.315789,0.514626,0.479841,0.994467,68535,10602,38231,38231,0
airport24,8001.842105,0.646053,0.419214,1.065267,86088,10876,42168,42168,0
airport15,1000.052632,0.658857,0.514992,1.173849,90243,9933,39109,39109,0
airport27,1001.473684,0.755231,0.438685,1.193916,105190,8148,30478,30478,0
airport13,1001.578947,0.757244,0.473709,1.230953,105556,8315,31561,31561,0
airport1,0.421053,0.673544,0.552827,1.226371,92382,8688,32205,32205,0
airport17,1.157895,0.668105,0.566740,1.234845,90324,10467,39020,39020,0
airport19,1001.736842,0.668311,0.630900,1.299211,91478,7801,29400,29400,0
airport0,1002.418546,0.701629,0.720651,1.422280,94284,10883,41434,41434,0
airport11,1.681704,0.630920,0.868683,1.499603,87771,7883,29649,29649,0
airport16,1.997494,0.658277,0.842935,1.501212,91352,7652,28363,28363,0
airport18,1.684211,0.703449,0.766019,1.469468,94218,10570,39665,39665,0
airport22,1001.210526,0.675189,0.785592,1.460781,92720,8260,31863,31863,0
airport26,1001.947368,0.822598,0.649226,1.471824,114014,8525,32098,32098,0
airport10,3.431078,0.791128,0.842797,1.633925,109738,8392,31588,31588,0
airport25,4.428571,0.723397,0.938174,1.661571,100142,7578,26737,26737,0
airport21,2.052632,0.707423,1.046985,1.754408,92847,12665,48065,48065,0
airport20,2.776942,0.754643,1.110611,1.865254,104678,8272,30039,30039,0
airport12,2001.105263,0.915182,0.994930,1.910112,118270,12651,48938,48938,0
airport14,1.095238,0.778825,1.333957,2.112782,106464,10041,39704,39704,0
airport28,1.105263,0.679574,1.116957,1.796531,90967,10891,41273,41273,0
airport23,1.210526,0.528418,0.473730,1.002148,68555,10622,38257,38257,1
airport24,6001.578947,0.670482,0.435716,1.106198,86118,10906,42209,42209,1
airport2,1001.473684,0.708101,0.413112,1.121213,96600,7627,28539,28539,0
airport15,1000.000000,0.679782,0.517793,1.197575,90271,9961,39149,39149,1
airport17,1.105263,0.701456,0.506309,1.207765,90346,10489,39049,39049,1
