instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport15,1.210526,0.337812,0.135746,0.473558,39524,4744,18223,18223,0
airport19,+Inf,0.534223,0.048269,0.582492,65140,6469,24770,24770,0
airport27,+Inf,0.646486,0.044392,0.690878,71850,6121,22639,22639,0
airport25,+Inf,0.284921,0.028888,0.313809,37239,3592,11925,11925,0
airport18,+Inf,0.521075,0.052079,0.573154,64135,5447,19387,19387,0
airport13,+Inf,0.686404,0.064567,0.750971,69743,6147,22632,22632,0
airport24,+Inf,0.750142,0.069955,0.820097,89821,7883,30719,30719,0
airport21,0.631579,0.382716,0.178766,0.561482,47691,5202,19408,19408,0
airport0,+Inf,0.762129,0.076320,0.838449,89386,7382,27797,27797,0
airport11,+Inf,0.732129,0.060344,0.792473,88734,7225,27249,27249,0
airport20,+Inf,0.412627,0.048955,0.461582,50621,4695,16058,16058,0
airport16,1.049786,0.673998,0.362111,1.036109,79368,6457,23465,23465,0
airport10,+Inf,0.936639,0.068645,1.005284,112821,8216,30521,30521,0
airport14,+Inf,0.466751,0.054136,0.520887,55757,6165,24273,24273,0
airport17,1.210526,0.751154,0.510552,1.261706,92765,7145,26107,26107,0
airport1,2.728319,0.744734,0.341088,1.085822,92161,6992,25674,25674,0
airport12,+Inf,1.125484,0.087406,1.212890,129518,9763,37912,37912,0
airport28,+Inf,0.387680,0.040248,0.427928,44716,4335,15337,15337,0
airport2,1.157895,0.652133,0.170490,0.822623,54106,4837,17436,17436,0
airport19,+Inf,0.529474,0.047639,0.577113,65170,6499,24815,24815,1
airport15,0.894737,0.341496,0.140150,0.481646,39550,4770,18262,18262,1
airport13,+Inf,0.662880,0.077563,0.740443,69769,6173,22671,22671,1
airport30,+Inf,0.404944,0.051870,0.456814,50582,4801,17092,17092,0
airport27,+Inf,0.560289,0.075193,0.635482,71880,6151,22684,22684,1
airport25,+Inf,0.317378,0.041372,0.358750,37263,3616,11961,11961,1
