instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport51,1.789474,0.676390,0.216408,0.892798,14976,10195,30971,30971,0
airport2,1001.105263,0.664987,0.200450,0.865437,12906,7655,20309,20309,1
airport52,1.842105,0.612301,0.232786,0.845087,13900,9523,28836,28836,0
airport53,1.095238,0.729671,0.230867,0.960538,14142,8405,22571,22571,0
airport54,2000.894737,0.559193,0.362180,0.921373,14174,9706,29061,29061,0
airport50,1.105263,0.842857,0.726467,1.569324,18074,12134,37113,37113,0
airport55,4000.894737,0.611869,0.325095,0.936964,12475,8074,23333,23333,0
airport30,1001.157895,0.631473,0.184957,0.816430,12344,7396,19432,19432,1
airport56,1000.894737,0.765753,0.259468,1.025221,15092,8967,24208,24208,0
airport28,1.105263,0.657902,1.609556,2.267458,16200,10907,33149,33149,1
airport58,2000.894737,0.557192,0.238721,0.795913,14252,9735,29172,29172,0
airport32,1000.894737,0.663058,0.211445,0.874503,12708,7621,19990,19990,1
airport57,1001.842105,0.833273,0.265651,1.098924,14664,8740,23322,23322,0
airport34,1.416040,0.613245,0.405379,1.018624,14112,8286,22769,22769,1
airport61,1000.947368,0.547472,0.192398,0.739870,11738,7009,18486,18486,0
airport35,1.438596,0.651095,0.320461,0.971556,16506,11061,33848,33848,1
airport33,2000.894737,0.775042,0.569200,1.344242,17180,11591,35356,35356,1
airport59,1001.681704,0.719533,0.386282,1.105815,15458,10581,31838,31838,0
airport37,0.333333,0.757873,0.269387,1.027260,13148,8001,20656,20656,1
airport62,1001.263158,0.610562,0.206603,0.817165,13062,7729,20916,20916,0
airport36,1.105263,0.649897,0.469712,1.119609,16286,10991,33352,33352,1
airport5,1.310777,0.632804,0.422953,1.055757,12532,7504,19642,19642,0
airport31,1.310777,0.592120,0.959064,1.551184,12546,7486,19905,19905,1
airport40,1.210526,0.589161,0.283544,0.872705,15320,10300,31393,31393,1
airport3,1001.105263,0.701474,0.297056,0.998530,13556,8083,21605,21605,1
airport39,1.315789,0.748399,0.282758,1.031157,16914,11411,34950,34950,1
airport41,1.310777,0.405499,0.331035,0.736534,9781,6611,18217,18217,1
airport38,1.105263,0.614602,0.595645,1.210247,14462,9914,29840,29840,1
airport63,1001.681704,0.556521,0.400820,0.957341,13516,9321,27728,27728,0
airport42,1001.263158,0.603036,0.184077,0.787113,11488,6887,18002,18002,1
airport60,1.105263,0.681770,0.674381,1.356151,17360,11595,35493,35493,0
airport64,1001.681704,0.572299,0.550255,1.122554,14256,9672,29043,29043,0
airport19,1001.157895,0.667179,0.209528,0.876707,13214,7857,21012,21012,2
airport15,1000.000000,0.658390,0.318719,0.977109,15879,9981,29521,29521,2
airport24,6001.315789,0.662143,0.291182,0.953325,16368,10938,33706,33706,2
airport43,1001.000000,0.641352,0.239285,0.880637,12632,7529,20098,20098,1
airport13,1001.000000,0.764352,0.286374,1.050726,14108,8371,22453,22453,2
airport44,1000.894737,0.662277,0.220321,0.882598,11602,7020,18079,18079,1
airport27,1001.000000,0.758414,0.252712,1.011126,13738,8200,21782,21782,2
airport1,0.263158,0.690757,0.368117,1.058874,13436,8742,25096,25096,2
airport22,1000.894737,0.671212,0.396375,1.067587,14044,8304,22581,22581,2
airport16,1.416040,0.666493,0.431731,1.098224,12880,7700,20315,20315,2
airport17,2000.894737,0.719273,0.394642,1.113915,15468,10507,31670,31670,2
airport26,1001.368421,0.831862,0.278794,1.110656,14450,8591,22977,22977,2
airport18,1.315789,0.711817,0.488846,1.200663,15646,10621,32223,32223,2
airport66,1001.894737,0.791881,0.234141,1.026022,12596,7544,19797,19797,0
airport0,1001.997494,0.819927,0.581305,1.401232,16248,10952,33514,33514,2
airport65,1000.894737,0.877905,0.529586,1.407491,16474,9764,26320,26320,0
airport14,1.095238,0.807932,0.575051,1.382983,17146,10077,27920,27920,2
airport12,2000.894737,0.889337,0.542118,1.431455,19088,12690,39093,39093,2
airport23,1.157895,0.816035,0.539557,1.355592,15106,10650,32239,32239,2
airport67,1002.892231,0.763814,0.405989,1.169803,15498,10427,31889,31889,0
airport10,2.639098,0.908991,0.626848,1.535839,14230,8452,22620,22620,2
airport68,1001.210526,0.826672,0.238172,1.064844,13596,8138,21443,21443,0
airport20,2.406015,0.766514,0.734427,1.500941,13700,8282,21584,21584,2
airport21,1.526316,0.707864,0.898316,1.606180,18482,12734,39825,39825,2
airport25,4.428571,0.720451,0.945502,1.665953,12472,7604,19506,19506,2
airport69,1.310777,0.696586,0.550044,1.246630,12192,7257,19215,19215,0
airport47,1.418546,0.723184,0.344762,1.067946,14770,8642,23877,23877,1
airport11,1.310777,0.746942,1.193293,1.940235,13274,7915,21131,21131,2
airport45,1.200501,0.727802,0.773459,1.501261,15754,10740,32332,32332,1
airport46,1.105263,0.904250,0.575516,1.479766,18562,12420,38167,38167,1
airport49,0.997494,0.781243,0.280475,1.061718,13318,8019,21081,21081,1
airport48,1.894737,0.639135,0.656073,1.295208,16680,10934,34091,34091,1
airport72,1.421053,0.601318,0.248417,0.849735,13684,9370,28260,28260,0
airport4,1000.947368,0.745333,0.227584,0.972917,13664,8153,21536,21536,1
airport71,2.007519,0.605016,0.347415,0.952431,13836,9439,28306,28306,0
airport6,1.842105,0.833131,0.516904,1.350035,18636,12156,38120,38120,0
airport51,1.526316,0.770058,0.242119,1.012177,15008,10227,31015,31015,1
airport73,0.761905,0.888034,0.444417,1.332451,13794,8356,21809,21809,0
airport52,1.578947,0.665779,0.297826,0.963605,13930,9553,28879,28879,1
airport74,1002.293233,0.792709,0.656842,1.449551,16462,11204,33957,33957,0
airport70,1.501253,0.755496,0.955485,1.710981,17278,10065,28401,28401,0
airport53,0.832080,0.787412,0.233312,1.020724,14170,8433,22613,22613,1
airport75,1000.947368,0.796253,0.354014,1.150267,12318,7429,19350,19350,0
airport50,1.105263,1.007983,0.669418,1.677401,18086,12146,37131,37131,1
airport76,1001.681704,0.706445,0.500273,1.206718,15830,10737,32598,32598,0
airport29,1001.000000,0.684854,0.280179,0.965033,14384,8407,23176,23176,2
airport54,2000.894737,0.600208,0.528593,1.128801,14188,9720,29078,29078,1
airport2,1001.000000,0.740175,0.225868,0.966043,12934,7683,20351,20351,2
airport28,1.105263,0.694681,0.583079,1.277760,16206,10913,33158,33158,2
airport77,3.260652,0.594371,0.784827,1.379198,13362,7878,21535,21535,0
airport7,1000.894737,0.637051,0.238584,0.875635,11800,7059,18565,18565,0
airport55,4000.631579,0.681334,0.425388,1.106722,12507,8106,23379,23379,1
airport56,1000.894737,0.814452,0.277999,1.092451,15112,8987,24238,24238,1
airport78,2002.428571,0.699791,0.866270,1.566061,16538,11065,33920,33920,0
airport57,1001.578947,0.940014,0.205781,1.145795,14698,8774,23373,23373,1
airport81,1.105263,0.590792,0.409301,1.000093,13534,9289,27659,27659,0
airport58,2000.894737,0.666824,0.264086,0.930910,14266,9749,29189,29189,1
airport83,1.894737,0.624501,0.328969,0.953470,14058,9575,28977,28977,0
airport80,1.468672,0.642687,0.473364,1.116051,11710,7110,18358,18358,0
airport82,1.310777,0.676930,0.457728,1.134658,12498,7496,19702,19702,0
airport30,1001.052632,0.667402,0.228391,0.895793,12374,7426,19477,19477,2
airport5,1.310777,0.674125,0.411364,1.085489,12550,7522,19669,19669,1
airport79,1.310777,0.721595,0.889928,1.611523,16424,9581,26808,26808,0
airport31,1.310777,0.633678,0.403056,1.036734,12556,7496,19920,19920,2
airport32,1000.894737,0.756445,0.220943,0.977388,12732,7645,20026,20026,2
airport59,1001.681704,0.950638,0.461007,1.411645,15468,10591,31851,31851,1
airport61,1000.894737,0.748085,0.340742,1.088827,11758,7029,18516,18516,1
airport62,1001.105263,0.706207,0.310363,1.016570,13092,7759,20961,20961,1
airport63,1001.681704,0.588074,0.433327,1.021401,13534,9339,27753,27753,1
airport86,1.310777,0.553294,0.345046,0.898340,12372,7278,19818,19818,0
airport34,1.310777,0.671662,0.465851,1.137513,14140,8314,22811,22811,2
airport35,1.438596,0.697727,0.399612,1.097339,16532,11087,33883,33883,2
airport60,1.105263,0.867877,0.645632,1.513509,17370,11605,35508,35508,1
airport84,1.157895,0.725904,0.968632,1.694536,19084,13646,42293,42293,0
airport64,1001.681704,0.566499,0.499046,1.065545,14276,9692,29071,29071,1
airport36,1.105263,0.695069,0.518839,1.213908,16302,11007,33374,33374,2
airport37,0.333333,0.807967,0.309820,1.117787,13164,8017,20680,20680,2
airport85,1000.807018,0.832039,0.601025,1.433064,17288,11550,35560,35560,0
airport33,2000.894737,0.834464,0.695870,1.530334,17194,11605,35375,35375,2
airport38,1.105263,0.734375,0.458093,1.192468,14482,9934,29868,29868,2
airport3,1001.000000,0.749350,0.227706,0.977056,13584,8111,21647,21647,2
airport88,3000.000000,0.862610,0.302627,1.165237,16962,11449,34954,34954,0
airport39,1.210526,0.804887,0.504972,1.309859,16944,11441,34991,34991,2
airport41,3.260652,0.439718,0.476355,0.916073,9797,6627,18241,18241,2
airport40,1.157895,0.640684,0.329310,0.969994,15340,10320,31419,31419,2
airport66,1001.578947,0.789349,0.187109,0.976458,12628,7576,19845,19845,1
airport65,1000.894737,0.894841,0.484864,1.379705,16492,9782,26347,26347,1
airport87,1.310777,0.632911,1.054991,1.687902,16862,9735,27754,27754,0
airport67,1002.629073,0.761187,0.433041,1.194228,15532,10461,31938,31938,1
airport42,1001.157895,0.641936,0.187197,0.829133,11514,6913,18041,18041,2
airport68,1001.105263,1.030292,0.284016,1.314308,13626,8168,21488,21488,1
airport69,1.310777,0.588438,0.598003,1.186441,12212,7277,19245,19245,1
airport44,1000.894737,0.675193,0.203573,0.878766,11620,7038,18106,18106,2
airport8,2001.000000,0.830964,0.495822,1.326786,17990,12608,39244,39244,0
airport91,1001.263158,0.593325,0.191295,0.784620,11838,7027,18680,18680,0
airport43,1000.947368,0.652915,0.345260,0.998175,12660,7557,20140,20140,2
airport90,1002.015037,0.719538,0.545184,1.264722,15466,10548,31884,31884,0
airport45,1.200501,0.768195,0.465458,1.233653,15766,10752,32350,32350,2
airport92,1001.776942,0.781687,0.464656,1.246343,14946,10142,30598,30598,0
airport72,1.315789,0.593173,0.270468,0.863641,13712,9398,28298,28298,1
airport6,1.578947,0.841208,0.390461,1.231669,18666,12186,38163,38163,1
airport46,1.105263,0.931545,0.597681,1.529226,18578,12436,38189,38189,2
airport71,1.849624,0.602714,0.600805,1.203519,13860,9463,28340,28340,1
airport94,1001.052632,0.808181,0.245824,1.054005,14114,8476,22509,22509,0
airport95,1.421053,0.719523,0.361111,1.080634,14580,9948,30214,30214,0
airport47,1.260652,0.710766,0.392981,1.103747,14798,8670,23919,23919,2
airport97,1001.105263,0.506531,0.207601,0.714132,12928,7488,20931,20931,0
airport4,1000.894737,0.750479,0.237889,0.988368,13690,8179,21575,21575,2
airport70,1.501253,0.747978,0.945784,1.693762,17284,10071,28410,28410,1
airport73,0.761905,0.881611,0.393559,1.275170,13816,8378,21842,21842,1
airport49,0.944862,0.887376,0.295434,1.182810,13344,8045,21120,21120,2
airport48,1.631579,0.609848,0.746775,1.356623,16708,10962,34133,34133,2
airport75,1000.894737,0.780071,0.214369,0.994440,12346,7457,19392,19392,1
airport99,8001.305764,0.694659,0.332990,1.027649,15688,10622,32479,32479,0
airport98,1.310777,0.653381,0.509181,1.162562,14326,8441,23097,23097,0
airport74,1003.260652,0.827228,0.679948,1.507176,16482,11224,33985,33985,1
airport51,1.368421,0.817154,0.262145,1.079299,15038,10257,31056,31056,2
airport76,1001.681704,0.692736,0.551332,1.244068,15846,10753,32620,32620,1
airport93,1.105263,0.828596,1.459445,2.288041,19934,14343,44803,44803,0
airport52,1.421053,0.776209,0.284833,1.061042,13960,9583,28922,28922,2
airport7,1000.894737,0.618794,0.258928,0.877722,11810,7069,18580,18580,1
airport96,1.105263,0.710489,1.418610,2.129099,18282,13121,40284,40284,0
airport53,0.621554,1.117513,0.342855,1.460368,14198,8461,22655,22655,2
airport77,3.260652,0.587828,1.280443,1.868271,13370,7886,21547,21547,1
airport50,1.105263,1.021711,1.132204,2.153915,18094,12154,37143,37143,2
airport55,4000.473684,0.706744,0.481820,1.188564,12537,8136,23424,23424,2
airport81,1.105263,0.825885,0.390680,1.216565,13552,9307,27686,27686,1
airport80,1.468672,0.804151,0.492892,1.297043,11722,7122,18376,18376,1
airport83,1.631579,0.642215,0.391417,1.033632,14090,9607,29023,29023,1
airport79,1.310777,0.955584,0.938456,1.894040,16444,9601,26838,26838,1
airport54,2000.894737,1.169913,0.662344,1.832257,14196,9728,29088,29088,2
airport57,1001.368421,0.927333,0.232062,1.159395,14728,8804,23418,23418,2
airport78,2002.428571,0.730437,1.782896,2.513333,16558,11085,33948,33948,1
airport58,2000.894737,0.696295,0.297969,0.994264,14276,9759,29202,29202,2
airport56,1000.894737,1.146752,0.285911,1.432663,15130,9005,24265,24265,2
airport9,2.017544,0.931325,1.964211,2.895536,16718,9926,26748,26748,0
airport82,1.310777,1.179391,0.651694,1.831085,12506,7504,19714,19714,1
airport86,1.310777,0.649350,0.307222,0.956572,12390,7296,19845,19845,1
airport5,1.310777,0.761590,0.446117,1.207707,12568,7540,19696,19696,2
airport61,1000.894737,0.726371,0.387901,1.114272,11776,7047,18543,18543,2
airport84,1.105263,0.732762,1.094162,1.826924,19108,13670,42325,42325,1
airport62,1001.000000,0.835350,0.394947,1.230297,13120,7787,21003,21003,2
airport60,1.105263,0.833372,0.712109,1.545481,17376,11611,35517,35517,2
airport59,1001.681704,0.839572,0.941499,1.781071,15476,10599,31863,31863,2
airport88,3000.000000,0.787569,0.836452,1.624021,16980,11467,34977,34977,1
airport85,1000.649123,0.919579,1.207885,2.127464,17320,11582,35606,35606,1
airport64,1003.260652,0.598569,0.775677,1.374246,14294,9710,29098,29098,2
airport87,1.310777,0.750459,1.065366,1.815825,16868,9741,27763,27763,1
airport63,1003.260652,0.935326,0.790303,1.725629,13550,9355,27777,27777,2
airport65,1000.894737,1.272265,0.418252,1.690517,16510,9800,26374,26374,2
airport66,1001.315789,1.002820,0.526823,1.529643,12660,7608,19893,19893,2
airport67,1002.418546,0.757225,0.463738,1.220963,15564,10493,31986,31986,2
airport91,1001.105263,0.738784,0.315850,1.054634,11864,7053,18719,18719,1
airport8,2000.894737,1.086636,0.644713,1.731349,18016,12634,39279,39279,1
airport90,1002.015038,0.993229,0.690122,1.683351,15486,10568,31912,31912,1
airport68,1001.000000,0.902988,0.323407,1.226395,13656,8198,21533,21533,2
airport69,3.260652,0.915402,0.523562,1.438964,12232,7297,19275,19275,2
airport92,1001.776942,0.689755,0.734878,1.424633,14962,10158,30620,30620,1
grid11,2.157895,3.857903,1.460398,5.318301,25569,16118,37899,37899,0
grid10,0.000000,4.492909,1.395664,5.888573,25114,15079,28876,28876,0
airport95,1.315789,0.760936,0.324549,1.085485,14608,9976,30252,30252,1
airport71,1.744361,0.692469,0.589891,1.282360,13884,9487,28374,28374,2
airport94,1001.000000,0.945900,0.572030,1.517930,14138,8500,22545,22545,1
airport6,1.421053,1.292156,0.448824,1.740980,18696,12216,38206,38206,2
airport97,1001.000000,0.620298,0.302494,0.922792,12950,7510,20964,20964,1
airport72,1.210526,0.636219,0.378789,1.015008,13740,9426,28336,28336,2
grid12,1003.791980,3.642418,2.097823,5.740241,24608,14874,28367,28367,0
airport70,1.501253,0.790545,1.187271,1.977816,17288,10075,28416,28416,2
airport99,6001.105263,0.885633,0.254540,1.140173,15714,10648,32514,32514,1
airport73,0.761905,1.103636,0.323195,1.426831,13836,8398,21872,21872,2
airport98,1.310777,0.912401,0.494012,1.406413,14344,8459,23124,23124,1
airport96,1.105263,0.861591,1.310621,2.172212,18298,13137,40306,40306,1
airport76,1003.260652,0.763512,0.563943,1.327455,15860,10767,32641,32641,2
airport93,1.105263,1.193592,1.898971,3.092563,19948,14357,44822,44822,1
airport75,1000.894737,1.424531,0.275581,1.700112,12368,7479,19425,19425,2
airport74,1003.260652,0.841488,1.218975,2.060463,16496,11238,34006,34006,2
airport7,1000.894737,0.618304,0.240238,0.858542,11820,7079,18595,18595,2
grid18,1002.508772,3.801235,2.182428,5.983663,26494,17624,46503,46503,0
grid0,2004.493734,3.580339,4.398103,7.978442,21706,13109,24909,24909,0
airport77,3.260652,0.721040,0.991288,1.712328,13376,7892,21556,21556,2
airport78,2002.428571,0.801826,0.901659,1.703485,16574,11101,33972,33972,2
airport83,1.421053,0.677838,0.333833,1.011671,14122,9639,29069,29069,2
airport80,1.468672,0.695396,0.534337,1.229733,11734,7134,18394,18394,2
grid1,1000.947368,3.699169,1.714036,5.413205,27660,17541,41230,41230,0
airport81,1.105263,0.608803,0.692605,1.301408,13568,9323,27710,27710,2
grid16,4002.736842,5.855365,1.410528,7.265893,27011,16976,39301,39301,0
airport9,2.017544,1.869133,0.990809,2.859942,16726,9934,26760,26760,1
airport82,3.260652,1.255387,0.686533,1.941920,12514,7512,19726,19726,2
grid20,1.754386,4.002815,1.472840,5.475655,24606,14900,28367,28367,0
airport79,1.310777,0.848435,1.692515,2.540950,16462,9619,26865,26865,2
airport86,1.310777,1.073769,0.561445,1.635214,12408,7314,19872,19872,2
airport84,1.105263,0.747657,1.282371,2.030028,19130,13692,42354,42354,2
grid24,2.699248,4.218057,1.275198,5.493255,25058,15015,28893,28893,0
airport85,1000.543860,1.108884,0.806101,1.914985,17350,11612,35651,35651,2
grid17,1004.037594,4.677926,4.046663,8.724589,33168,22481,64738,64738,0
grid15,2.428571,4.935206,4.325046,9.260252,26472,15883,30228,30228,0
airport88,3000.000000,1.057257,0.821123,1.878380,16998,11485,35000,35000,2
grid21,4005.456140,4.995228,1.823362,6.818590,22774,13719,26161,26161,0
airport87,1.310777,0.663172,1.857888,2.521060,16874,9747,27772,27772,2
grid0,1001.421053,4.188517,0.988925,5.177442,21734,13137,24951,24951,1
grid25,2003.165414,4.089130,2.790003,6.879133,25236,15076,29077,29077,0
airport90,1003.260652,1.027685,0.743286,1.770971,15504,10586,31939,31939,2
grid23,1001.771930,4.136543,4.469785,8.606328,31164,21881,65607,65607,0
airport8,2000.894737,1.435552,0.600411,2.035963,18038,12656,39310,39310,2
airport91,1001.000000,0.846559,0.336343,1.182902,11890,7079,18758,18758,2
airport97,1000.894737,0.717545,0.317283,1.034828,12972,7532,20997,20997,2
grid19,3008.478697,4.401477,6.501144,10.902621,33416,23360,71155,71155,0
airport94,1000.947368,1.098433,0.589772,1.688205,14162,8524,22581,22581,2
grid10,0.263158,5.330995,1.712357,7.043352,25128,15093,28897,28897,1
airport95,1.210526,1.313445,0.417968,1.731413,14636,10004,30290,30290,2
grid11,1.526316,5.273083,1.401478,6.674561,25619,16168,37974,37974,1
airport99,6001.000000,1.110612,0.334181,1.444793,15740,10674,32549,32549,2
grid14,1002.265664,4.308576,8.568527,12.877103,33427,23867,73267,73267,0
airport92,1003.260652,1.031436,1.459789,2.491225,14976,10172,30641,30641,2
grid27,0.842105,5.193244,0.573373,5.766617,24914,14883,28580,28580,0
airport96,1.105263,1.231338,1.229657,2.460995,18314,13153,40328,40328,2
airport98,1.310777,1.065153,1.124940,2.190093,14362,8477,23151,23151,2
airport93,1.105263,1.308991,1.929659,3.238650,19960,14369,44838,44838,2
grid13,2.872180,3.990391,9.865241,13.855632,28654,18902,49976,49976,0
grid16,4002.631579,5.014654,2.471532,7.486186,27051,17016,39359,39359,1
grid12,1003.791980,6.082430,2.415489,8.497919,24614,14880,28376,28376,1
grid26,1008.383459,3.754940,6.634826,10.389766,31468,21312,61236,61236,0
grid15,2.270677,6.122041,2.320732,8.442773,26498,15909,30267,30267,1
grid18,1002.403509,5.103175,2.997985,8.101160,26528,17658,46552,46552,1
grid1,1001.052632,5.847065,1.744749,7.591814,27700,17581,41288,41288,1
grid22,3001.250627,4.417787,8.540491,12.958278,40904,28959,90541,90541,0
airport9,3.967419,1.899642,1.681045,3.580687,16734,9942,26772,26772,2
grid20,1.964912,5.814332,2.132550,7.946882,24618,14912,28385,28385,1
grid24,2.751880,5.229537,2.049019,7.278556,25102,15059,28959,28959,1
grid17,1.526316,5.698314,4.948743,10.647057,33208,22521,64794,64794,1
grid21,4005.140351,6.070474,2.857324,8.927798,22816,13761,26224,26224,1
grid25,2003.060150,5.063855,3.301080,8.364935,25266,15106,29122,29122,1
grid0,1001.842105,5.310433,1.194285,6.504718,21758,13161,24987,24987,2
grid14,1002.476190,3.602073,9.514334,13.116407,33451,23891,73301,73301,1
grid13,5.696742,5.281493,7.949450,13.230943,28666,18914,49994,49994,1
grid10,0.263158,5.601538,2.065120,7.666658,25134,15099,28906,28906,2
grid19,3008.110276,6.505929,6.845221,13.351150,33456,23400,71211,71211,1
grid27,0.578947,5.520738,1.423011,6.943749,24958,14927,28646,28646,1
grid11,1.684211,5.295972,2.652112,7.948084,25671,16220,38052,38052,2
grid23,1001.614035,5.114268,6.310084,11.424352,31200,21917,65659,65659,1
grid12,1003.897243,5.969113,3.003144,8.972257,24620,14886,28385,28385,2
grid15,2.165414,6.306424,1.959004,8.265428,26522,15933,30303,30303,2
grid16,4002.421053,5.755428,2.822080,8.577508,27085,17050,39410,39410,2
grid18,1002.035088,5.917810,3.473656,9.391466,26558,17688,46597,46597,2
grid1,1000.947368,6.847173,2.241599,9.088772,27738,17619,41343,41343,2
grid20,1.964912,6.771370,2.138029,8.909399,24628,14922,28400,28400,2
grid24,2.857143,6.071424,2.591319,8.662743,25144,15101,29022,29022,2
grid25,1000.842105,6.849167,1.896450,8.745617,25294,15134,29164,29164,2
grid21,4005.192982,7.076385,3.054560,10.130945,22856,13801,26284,26284,2
grid26,1007.839599,4.949956,11.798068,16.748024,31520,21364,61312,61312,1
grid22,3001.408521,6.431675,13.101750,19.533425,40924,28979,90565,90565,1
grid23,1001.456140,4.767810,6.473543,11.241353,31230,21947,65704,65704,2
grid28,5.263158,7.032768,3.018582,10.051350,28403,17842,41599,41599,0
grid19,3006.471178,5.658074,8.039400,13.697474,33496,23440,71267,71267,2
grid27,0.421053,6.818101,0.995416,7.813517,25002,14971,28712,28712,2
grid2,3.017544,6.902236,2.985647,9.887883,26352,15823,30130,30130,0
grid30,1002.631579,4.842260,3.441334,8.283594,27572,18222,48578,48578,0
grid31,1.789474,6.252811,2.483114,8.735925,26528,17631,46793,46793,0
grid29,1007.110276,6.998578,5.066470,12.065048,25002,15074,29175,29175,0
grid33,2.661654,6.349743,1.323926,7.673669,24726,14788,28607,28607,0
grid32,5.177945,6.812077,2.584822,9.396899,23792,14314,27232,27232,0
grid17,1.368421,6.654605,13.689311,20.343916,33242,22555,64843,64843,2
grid14,1002.423559,4.980991,15.811006,20.791997,33469,23909,73328,73328,2
