instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport23,1.315789,0.641751,0.824942,1.466693,11806,11752,41972,41972,0
airport22,1001.210526,0.852450,1.128776,1.981226,14000,13940,50851,50851,0
airport27,1001.473684,0.775546,0.848882,1.624428,13686,13624,48720,48720,0
airport26,1001.947368,0.956303,1.228548,2.184851,14384,14326,51800,51800,0
airport19,1001.736842,0.858022,1.019716,1.877738,13158,13104,47418,47418,0
airport15,1000.052632,0.763440,1.182818,1.946258,14446,14392,53271,53271,0
airport13,1001.578947,1.008627,0.892438,1.901065,14052,13992,50539,50539,0
airport18,1.684211,0.759810,1.425883,2.185693,13468,13406,48125,48125,0
airport24,8001.842105,0.747528,0.688815,1.436343,13688,13636,49963,49963,0
airport1,0.421053,0.644969,1.014521,1.659490,12570,12514,44155,44155,0
airport10,3.431078,0.882491,1.412542,2.295033,14170,14110,51338,51338,0
airport21,2.052632,0.925789,1.338033,2.263822,14700,14642,54203,54203,0
airport17,1.157895,0.862353,1.000108,1.862461,12678,12616,44512,44512,0
airport0,1002.418546,0.902145,1.539681,2.441826,14120,14068,51539,51539,0
airport11,1.681704,0.797841,2.087307,2.885148,13242,13178,47421,47421,0
airport16,1.997494,0.700253,1.695836,2.396089,12832,12774,45695,45695,0
airport20,2.776942,0.918649,2.130264,3.048913,13690,13608,48175,48175,0
airport25,4.428571,0.894435,2.536214,3.430649,12446,12374,43661,43661,0
airport14,1.095238,0.899237,2.642117,3.541354,17110,17040,64184,64184,0
airport12,2001.105263,0.952964,1.680190,2.633154,16718,16644,61326,61326,0
airport2,1001.473684,0.717985,0.815976,1.533961,12878,12822,45809,45809,0
airport30,1001.473684,0.938827,0.641984,1.580811,12314,12262,43713,43713,0
airport29,1001.473684,0.791624,0.880438,1.672062,14328,14276,52892,52892,0
airport28,1.105263,0.835274,2.151304,2.986578,13634,13562,48543,48543,0
airport32,1001.105263,0.898812,0.761441,1.660253,12684,12624,44668,44668,0
airport42,1001.631579,0.814041,0.709786,1.523827,11462,11408,39957,39957,0
airport40,1.315789,0.809172,1.065148,1.874320,13282,13224,47805,47805,0
airport31,1.681704,0.596249,2.200102,2.796351,12536,12468,44312,44312,0
airport43,1001.315789,0.845719,1.126971,1.972690,12602,12552,45071,45071,0
airport34,1.892231,0.925602,1.761544,2.687146,14084,14032,51907,51907,0
airport35,1.491228,0.755578,1.398468,2.154046,14926,14872,55305,55305,0
airport33,2001.105263,0.809731,2.310384,3.120115,14894,14818,53281,53281,0
airport39,1.421053,1.133130,1.534373,2.667503,15056,14996,54957,54957,0
airport3,1001.526316,1.146174,1.173398,2.319572,13526,13470,48558,48558,0
airport38,1.105263,0.949449,1.943456,2.892905,11960,11898,41595,41595,0
airport44,1001.210526,0.992518,1.020126,2.012644,11578,11520,39905,39905,0
airport37,0.333333,1.121199,1.901474,3.022673,13128,13058,46038,46038,0
airport23,1.210526,0.774130,1.237186,2.011316,11826,11772,42002,42002,1
airport22,1001.157895,0.997361,1.140151,2.137512,14022,13962,50884,50884,1
airport36,1.105263,1.052412,1.996285,3.048697,13718,13650,49006,49006,0
airport47,1.842105,0.838725,1.449022,2.287747,14742,14686,54581,54581,0
airport4,1001.210526,1.038425,1.263299,2.301724,13638,13578,48887,48887,0
airport46,1.105263,1.233234,1.458968,2.692202,15842,15764,57057,57057,0
airport26,1001.736842,1.083882,1.760164,2.844046,14418,14360,51851,51851,1
airport19,1001.526316,0.900390,1.558307,2.458697,13186,13132,47460,47460,1
