instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport19,1001.736842,0.862934,0.885707,1.748641,13158,13104,47418,47418,0
airport15,1000.052632,0.880377,1.027457,1.907834,15831,15737,60819,60819,0
airport23,1.315789,0.608876,1.212841,1.821717,15066,14483,55769,55769,0
airport27,1001.473684,0.998261,0.801384,1.799645,13686,13624,48720,48720,0
airport22,1001.210526,0.906957,0.962358,1.869315,14000,13940,50851,50851,0
airport24,8001.842105,0.828375,1.141956,1.970331,16308,16035,63540,63540,0
airport13,1001.578947,1.061718,1.210113,2.271831,14052,13992,50539,50539,0
airport10,3.431078,0.814852,1.465855,2.280707,14170,14110,51338,51338,0
airport17,1.157895,0.969888,1.240877,2.210765,15428,15141,58674,58674,0
airport26,1001.947368,0.948540,1.198109,2.146649,14384,14326,51800,51800,0
airport1,0.421053,0.906406,1.382057,2.288463,13382,13285,49371,49371,0
airport11,1.681704,0.651649,1.837663,2.489312,13242,13178,47421,47421,0
airport16,1.997494,0.866129,1.698813,2.564942,12832,12774,45695,45695,0
airport0,1002.418546,0.700005,1.912566,2.612571,16184,15910,62686,62686,0
airport18,1.684211,0.821237,1.977141,2.798378,15598,15312,59529,59529,0
airport21,2.052632,0.898763,2.254811,3.153574,18426,17826,71471,71471,0
airport20,2.776942,0.924896,2.350959,3.275855,13690,13608,48175,48175,0
airport12,2001.105263,1.275189,2.391130,3.666319,19050,18740,74456,74456,0
airport25,4.428571,0.963089,2.525805,3.488894,12446,12374,43661,43661,0
airport14,1.095238,0.953096,3.005557,3.958653,17110,17040,64184,64184,0
airport29,1001.473684,0.796036,1.175193,1.971229,14328,14276,52892,52892,0
airport2,1001.473684,0.807261,0.986084,1.793345,12878,12822,45809,45809,0
airport30,1001.473684,0.679955,0.762724,1.442679,12314,12262,43713,43713,0
airport28,1.105263,0.780591,2.228137,3.008728,16188,15895,61695,61695,0
airport32,1001.105263,0.647399,0.967995,1.615394,12684,12624,44668,44668,0
airport31,1.681704,0.629702,2.217720,2.847422,12536,12468,44312,44312,0
airport33,2001.105263,0.938064,1.781650,2.719714,17164,16856,65770,65770,0
airport42,1001.631579,0.567865,0.750144,1.318009,11462,11408,39957,39957,0
airport34,1.892231,0.667771,2.017150,2.684921,14084,14032,51907,51907,0
airport39,1.421053,0.875088,0.984744,1.859832,16884,16598,65359,65359,0
airport40,1.315789,0.726702,0.904077,1.630779,15298,15024,58320,58320,0
airport3,1001.526316,0.734704,0.988242,1.722946,13526,13470,48558,48558,0
airport35,1.491228,0.972164,1.380501,2.352665,16476,16197,63915,63915,0
airport37,0.333333,0.820297,1.280233,2.100530,13128,13058,46038,46038,0
airport41,1.681704,0.458376,1.348363,1.806739,9763,9683,34710,34710,0
airport38,1.105263,0.774704,1.496675,2.271379,14442,14161,54188,54188,0
airport36,1.105263,1.044149,1.547032,2.591181,16270,15981,62266,62266,0
airport43,1001.315789,0.769028,0.846735,1.615763,12602,12552,45071,45071,0
airport44,1001.210526,0.763416,0.869083,1.632499,11578,11520,39905,39905,0
airport47,1.842105,0.810151,1.350720,2.160871,14742,14686,54581,54581,0
airport23,1.210526,0.627563,0.887994,1.515557,15086,14503,55795,55795,1
airport45,1.200501,0.794345,2.109645,2.903990,15742,15448,59452,59452,0
airport22,1001.157895,0.707095,1.273166,1.980261,14022,13962,50884,50884,1
airport19,1001.526316,0.742769,1.263390,2.006159,13186,13132,47460,47460,1
airport24,6001.578947,0.926474,1.228392,2.154866,16338,16065,63581,63581,1
airport13,1001.368421,0.994503,1.312298,2.306801,14080,14020,50581,50581,1
airport4,1001.210526,0.809529,0.909371,1.718900,13638,13578,48887,48887,0
airport27,1001.315789,1.082469,1.242689,2.325158,13712,13650,48759,48759,1
airport15,1000.000000,1.012731,1.515121,2.527852,15859,15765,60859,60859,1
airport1,0.315790,0.970349,1.386861,2.357210,13410,13313,49411,49411,1
airport10,3.220551,0.845484,1.881020,2.726504,14200,14140,51383,51383,1
airport17,1.105263,1.007042,1.724265,2.731307,15450,15163,58703,58703,1
airport26,1001.736842,1.012398,1.678430,2.690828,14418,14360,51851,51851,1
airport46,1.105263,0.987050,2.710734,3.697784,18546,18237,71757,71757,0
airport0,1002.155388,0.871342,2.211979,3.083321,16218,15944,62735,62735,1
airport18,1.473684,0.800497,2.206340,3.006837,15622,15336,59565,59565,1
airport11,1.681704,0.904322,2.075137,2.979459,13258,13194,47445,47445,1
airport16,1.892231,0.915832,2.264467,3.180299,12856,12798,45731,45731,1
airport51,1.789474,1.137007,0.782224,1.919231,14976,14695,57035,57035,0
airport49,1.315789,1.053099,1.681726,2.734825,13290,13230,47081,47081,0
airport20,2.776942,0.932419,2.541245,3.473664,13696,13614,48184,48184,1
airport48,2.210526,0.922233,2.353151,3.275384,16652,16387,65631,65631,0
airport21,1.736842,1.118240,2.393587,3.511827,18454,17854,71511,71511,1
airport12,2001.105263,1.331877,2.451420,3.783297,19072,18762,74485,74485,1
airport25,4.428571,1.017857,2.666393,3.684250,12460,12388,43682,43682,1
airport52,1.842105,0.731959,1.124771,1.856730,13900,13630,52242,52242,0
airport14,1.095238,0.848183,3.637017,4.485200,17128,17058,64211,64211,1
airport50,1.105263,1.329650,2.797569,4.127219,18074,17761,69711,69711,0
airport53,1.095238,0.812920,1.222845,2.035765,14142,14082,51157,51157,0
airport54,2001.105263,0.665602,1.724289,2.389891,14174,13894,52877,52877,0
airport55,4001.105263,0.670565,1.733684,2.404249,12475,12388,46607,46607,0
airport56,1001.105263,1.228655,1.517911,2.746566,15092,15022,54284,54284,0
airport57,1002.052632,1.188040,1.419953,2.607993,14664,14604,52656,52656,0
airport58,2001.105263,0.851888,1.837594,2.689482,14252,13970,53396,53396,0
airport61,1001.157895,0.834197,0.996915,1.831112,11738,11682,41180,41180,0
airport62,1001.473684,0.684582,0.994509,1.679091,13062,13012,47400,47400,0
airport29,1001.315789,0.975376,1.991738,2.967114,14356,14304,52934,52934,1
airport5,1.681704,0.715320,2.292728,3.008048,12532,12468,44340,44340,0
airport2,1001.315789,0.808017,1.045678,1.853695,12906,12850,45851,45851,1
airport59,1001.681704,1.052624,2.703233,3.755857,15458,15154,58426,58426,0
airport63,1001.681704,0.960533,1.855884,2.816417,13516,13239,50168,50168,0
airport64,1001.681704,0.847824,2.023409,2.871233,14256,13988,53579,53579,0
airport32,1001.105263,0.953047,0.821875,1.774922,12708,12648,44704,44704,1
airport30,1001.368421,0.735777,1.022097,1.757874,12344,12292,43758,43758,1
airport60,1.105263,1.064803,2.722806,3.787609,17360,17062,67239,67239,0
airport28,1.105263,1.065008,4.692960,5.757968,16200,15907,61713,61713,1
airport66,1002.105263,1.117448,0.872358,1.989806,12596,12540,44639,44639,0
airport65,1001.105263,1.268521,2.361840,3.630361,16474,16398,60338,60338,0
airport31,1.681704,0.669039,2.346664,3.015703,12546,12478,44327,44327,1
airport68,1001.421053,0.839982,0.870834,1.710816,13596,13536,48517,48517,0
airport37,0.333333,1.156923,1.174952,2.331875,13148,13078,46068,46068,1
airport35,1.438596,0.860127,1.831159,2.691286,16506,16227,63956,63956,1
airport67,1002.892231,1.046857,1.419794,2.466651,15498,15219,59799,59799,0
airport3,1001.315789,1.244464,0.848389,2.092853,13556,13500,48603,48603,1
airport38,1.105263,0.908098,1.881818,2.789916,14462,14181,54216,54216,1
airport36,1.105263,0.991352,2.141175,3.132527,16286,15997,62288,62288,1
airport34,1.786967,1.007592,2.375030,3.382622,14112,14060,51949,51949,1
airport41,1.681704,0.462494,1.820000,2.282494,9781,9701,34737,34737,1
airport33,2001.105263,1.207303,2.795679,4.002982,17180,16872,65790,65790,1
airport39,1.315789,1.180840,1.631546,2.812386,16914,16628,65400,65400,1
airport40,1.210526,1.025832,1.532141,2.557973,15320,15046,58349,58349,1
airport69,3.260652,0.619808,2.026070,2.645878,12192,12136,43493,43493,0
airport24,6001.315789,0.753345,0.934147,1.687492,16368,16095,63622,63622,2
airport6,1.842105,0.926847,1.718583,2.645430,18636,18348,73464,73464,0
airport23,1.157895,0.743031,0.913075,1.656106,15106,14523,55821,55821,2
airport42,1001.473684,0.666555,1.348181,2.014736,11488,11434,39996,39996,1
airport13,1001.210526,1.135799,0.905332,2.041131,14108,14048,50623,50623,2
airport22,1001.105263,0.725359,1.709784,2.435143,14044,13984,50917,50917,2
airport21,1.526316,0.874204,1.935730,2.809934,18482,17882,71551,71551,2
airport19,1001.368421,0.978478,1.903060,2.881538,13214,13160,47502,47502,2
airport15,1000.000000,1.167270,1.534590,2.701860,15879,15785,60889,60889,2
airport16,1.786967,1.305743,1.683569,2.989312,12880,12822,45767,45767,2
airport43,1001.210526,1.067240,1.107196,2.174436,12632,12582,45116,45116,1
airport11,1.681704,0.689848,2.476866,3.166714,13274,13210,47469,47469,2
