instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport27,+Inf,0.547189,0.083376,0.630565,10075,10037,35833,35833,0
airport19,+Inf,0.611257,0.371993,0.983250,15835,14828,57748,57748,0
airport15,1.210526,0.407719,0.951958,1.359677,9643,9433,36392,36392,0
airport13,+Inf,0.766693,0.314649,1.081342,13967,13400,52823,52823,0
airport11,+Inf,0.829523,0.268235,1.097758,14291,14021,55052,55052,0
airport18,+Inf,0.676154,0.122481,0.798635,9599,9537,35461,35461,0
airport10,+Inf,1.299269,0.235617,1.534886,14571,14470,55452,55452,0
airport0,+Inf,1.036241,0.331458,1.367699,15819,15232,61231,61231,0
airport20,+Inf,0.473407,0.249323,0.722730,9985,9751,36966,36966,0
airport21,0.631579,0.445940,0.423868,0.869808,8519,8489,30718,30718,0
airport25,+Inf,0.378488,0.097146,0.475634,6643,6595,23401,23401,0
airport1,2.728319,0.753125,1.285741,2.038866,15473,14889,58951,58951,0
airport24,+Inf,0.776082,1.526365,2.302447,15621,15355,61332,61332,0
airport16,1.049786,0.868271,1.145044,2.013315,12739,12486,48426,48426,0
airport14,+Inf,0.507641,0.135995,0.643636,11576,11517,45229,45229,0
airport17,1.210526,0.657277,1.709619,2.366896,13117,13028,49595,49595,0
airport12,+Inf,1.540279,0.429276,1.969555,19563,19267,78753,78753,0
airport28,+Inf,0.371167,0.112744,0.483911,6943,6923,24195,24195,0
airport2,1.157895,0.411886,0.329325,0.741211,7921,7897,27896,27896,0
airport30,+Inf,0.369932,0.439047,0.808979,10177,9956,38155,38155,0
airport29,+Inf,0.756524,0.981957,1.738481,19368,17742,68938,68938,0
airport32,0.947368,0.511781,0.397744,0.909525,8305,8271,29027,29027,0
airport31,+Inf,0.762488,0.219014,0.981502,13659,13401,52472,52472,0
airport33,+Inf,0.866549,0.167412,1.033961,14471,14205,55740,55740,0
airport34,+Inf,0.549234,0.109645,0.658879,9359,9333,34648,34648,0
airport40,+Inf,0.445330,0.151858,0.597188,9575,9353,35026,35026,0
airport41,+Inf,0.501654,0.316313,0.817967,10557,10322,38829,38829,0
airport35,+Inf,0.853828,0.255891,1.109719,16681,16408,65725,65725,0
airport43,+Inf,0.456843,0.122182,0.579025,9411,9194,35035,35035,0
airport38,+Inf,0.560015,0.388946,0.948961,13067,11523,38780,38780,0
airport39,+Inf,1.137714,0.265298,1.403012,17517,16935,68847,68847,0
airport3,0.631579,1.085924,0.763283,1.849207,13169,13115,47286,47286,0
airport37,1.157895,0.771314,0.972753,1.744067,12772,12682,48147,48147,0
airport44,1.105263,0.765347,0.596720,1.362067,9937,9893,34443,34443,0
airport36,+Inf,0.977803,1.020021,1.997824,14940,14844,57105,57105,0
airport47,+Inf,0.428926,0.444550,0.873476,10478,9947,37187,37187,0
airport19,+Inf,0.634535,0.433685,1.068220,15865,14858,57787,57787,1
airport4,+Inf,0.599596,0.247073,0.846669,10355,9813,36107,36107,0
airport45,+Inf,0.781401,0.509456,1.290857,10110,10037,37443,37443,0
airport27,+Inf,0.801020,0.168292,0.969312,10105,10067,35878,35878,1
airport13,+Inf,0.868919,0.585677,1.454596,13993,13426,52858,52858,1
airport10,+Inf,0.939976,0.217675,1.157651,14601,14500,55495,55495,1
airport18,+Inf,0.690037,0.144922,0.834959,9635,9573,35513,35513,1
airport15,0.894737,0.360779,1.180323,1.541102,9669,9459,36429,36429,1
airport20,+Inf,0.448078,0.283851,0.731929,10007,9773,36997,36997,1
airport11,+Inf,0.863881,0.333742,1.197623,14315,14045,55086,55086,1
airport25,+Inf,0.403075,0.124167,0.527242,6667,6619,23435,23435,1
airport24,+Inf,0.791533,1.548620,2.340153,15653,15387,61378,61378,1
airport21,0.842105,0.605501,0.424385,1.029886,8545,8515,30757,30757,1
airport0,+Inf,1.045916,0.605676,1.651592,15855,15268,61279,61279,1
