instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport27,+Inf,0.605689,0.089710,0.695399,10075,10037,35833,35833,0
airport19,+Inf,0.679708,0.156913,0.836621,10855,10819,39686,39686,0
airport13,+Inf,0.569060,0.095095,0.664155,10107,10067,36016,36016,0
airport15,1.210526,0.450404,0.292938,0.743342,7849,7827,28915,28915,0
airport18,+Inf,0.565708,0.121047,0.686755,8827,8797,30953,30953,0
airport24,+Inf,0.881051,0.170464,1.051515,13381,13333,49319,49319,0
airport10,+Inf,0.868967,0.207528,1.076495,13733,13675,49567,49567,0
airport21,0.631579,0.495196,0.391697,0.886893,8519,8489,30718,30718,0
airport1,2.728319,0.750949,0.545372,1.296321,11641,11593,41218,41218,0
airport11,+Inf,0.765732,0.147922,0.913654,12177,12125,43773,43773,0
airport20,+Inf,0.430788,0.086153,0.516941,7469,7435,25516,25516,0
airport0,+Inf,0.917767,0.199034,1.116801,12361,12319,45241,45241,0
airport17,1.210526,0.732633,0.561801,1.294434,11865,11815,42135,42135,0
airport25,+Inf,0.259267,0.047982,0.307249,5639,5615,18719,18719,0
airport16,1.049786,0.651492,0.673495,1.324987,10659,10617,37741,37741,0
airport14,+Inf,0.562374,0.096924,0.659298,10367,10337,38907,38907,0
airport12,+Inf,1.089973,0.176288,1.266261,16577,16515,61748,61748,0
airport30,+Inf,0.406445,0.117027,0.523472,7807,7783,27430,27430,0
airport2,1.157895,0.545713,0.335194,0.880907,7921,7897,27896,27896,0
airport29,+Inf,0.820127,0.170563,0.990690,13339,13293,49619,49619,0
airport28,+Inf,0.480518,0.100918,0.581436,6943,6923,24195,24195,0
airport32,0.947368,0.487539,0.409216,0.896755,8305,8271,29027,29027,0
airport40,+Inf,0.541749,0.126501,0.668250,7239,7211,24929,24929,0
airport43,+Inf,0.440666,0.131911,0.572577,6927,6905,24469,24469,0
airport34,+Inf,0.426422,0.131506,0.557928,9359,9333,34648,34648,0
airport31,+Inf,0.885110,0.133899,1.019009,11067,11021,39399,39399,0
airport33,+Inf,0.911530,0.136646,1.048176,12287,12239,44196,44196,0
airport38,+Inf,0.343565,0.064698,0.408263,6111,6087,20273,20273,0
airport35,+Inf,1.147856,0.180888,1.328744,14507,14455,53832,53832,0
airport39,+Inf,1.127569,0.204569,1.332138,14009,13967,51884,51884,0
airport44,1.105263,0.630431,0.485642,1.116073,9937,9893,34443,34443,0
airport3,0.631579,1.043840,0.990147,2.033987,13169,13115,47286,47286,0
airport47,+Inf,0.348587,0.119337,0.467924,6825,6801,23625,23625,0
airport37,1.157895,1.051451,0.663568,1.715019,11659,11609,41452,41452,0
airport36,+Inf,0.829075,0.274270,1.103345,13607,13551,49215,49215,0
airport4,+Inf,0.386795,0.089669,0.476464,6961,6927,23620,23620,0
airport13,+Inf,0.588086,0.176737,0.764823,10133,10093,36055,36055,1
airport19,+Inf,0.747919,0.130419,0.878338,10885,10849,39731,39731,1
airport15,0.894737,0.353246,0.330340,0.683586,7875,7853,28954,28954,1
airport27,+Inf,0.793519,0.175844,0.969363,10105,10067,35878,35878,1
airport45,+Inf,0.724513,0.143858,0.868371,9309,9269,32703,32703,0
airport25,+Inf,0.303897,0.067321,0.371218,5663,5639,18755,18755,1
airport18,+Inf,0.716604,0.144585,0.861189,8863,8833,31007,31007,1
