instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport23,1.315789,0.528495,0.656436,1.184931,11806,11752,34722,34722,0
airport22,1001.210526,0.649238,0.600890,1.250128,14000,13940,42311,42311,0
airport26,1001.947368,0.812340,0.685829,1.498169,14384,14326,42728,42728,0
airport27,1001.473684,0.741798,0.467062,1.208860,13686,13624,40484,40484,0
airport15,1000.052632,0.658246,0.489623,1.147869,14446,14392,43885,43885,0
airport13,1001.578947,0.745568,0.482425,1.227993,14052,13992,41969,41969,0
airport19,1001.736842,0.652646,0.630886,1.283532,13158,13104,39092,39092,0
airport18,1.684211,0.713686,0.716345,1.430031,13468,13406,39653,39653,0
airport24,8001.842105,0.652702,0.383570,1.036272,13688,13636,41275,41275,0
airport21,2.052632,0.718542,0.702754,1.421296,14700,14642,44377,44377,0
airport1,0.421053,0.680729,0.494481,1.175210,12570,12514,36633,36633,0
airport11,1.681704,0.623811,0.916984,1.540795,13242,13178,39337,39337,0
airport0,1002.418546,0.715627,0.738404,1.454031,14120,14068,42221,42221,0
airport10,3.431078,0.775711,0.761805,1.537516,14170,14110,42084,42084,0
airport17,1.157895,0.678155,0.563358,1.241513,12678,12616,36728,36728,0
airport20,2.776942,0.740844,1.081783,1.822627,13690,13608,39801,39801,0
airport16,1.997494,0.651968,0.858491,1.510459,12832,12774,37695,37695,0
airport14,1.095238,0.753659,1.352097,2.105756,17110,17040,52818,52818,0
airport12,2001.105263,0.887074,0.988383,1.875457,16718,16644,50314,50314,0
airport25,4.428571,0.702049,2.068671,2.770720,12446,12374,35477,35477,0
airport2,1001.473684,0.755436,0.448451,1.203887,12878,12822,37981,37981,0
airport23,1.210526,0.569496,0.474123,1.043619,11826,11772,34752,34752,1
airport30,1001.473684,0.705299,0.439877,1.145176,12314,12262,35811,35811,0
airport29,1001.473684,0.692558,0.815849,1.508407,14328,14276,43928,43928,0
airport22,1001.157895,0.690066,0.526058,1.216124,14022,13962,42344,42344,1
airport32,1001.105263,0.697068,0.473656,1.170724,12684,12624,36970,36970,0
airport28,1.105263,0.703613,1.537551,2.241164,13634,13562,40269,40269,0
airport42,1001.631579,0.635987,0.435443,1.071430,11462,11408,33193,33193,0
airport26,1001.736842,0.835528,0.739264,1.574792,14418,14360,42779,42779,1
airport27,1001.315789,0.765742,0.526409,1.292151,13712,13650,40523,40523,1
airport13,1001.368421,0.767829,0.542341,1.310170,14080,14020,42011,42011,1
airport15,1000.000000,0.676282,0.520823,1.197105,14474,14420,43927,43927,1
airport19,1001.526316,0.669146,0.684520,1.353666,13186,13132,39134,39134,1
airport31,1.681704,0.609805,0.975607,1.585412,12536,12468,37022,37022,0
airport24,6001.578947,0.681609,0.428494,1.110103,13718,13666,41320,41320,1
airport40,1.315789,0.640710,0.508001,1.148711,13282,13224,39953,39953,0
airport18,1.473684,0.758459,0.755982,1.514441,13492,13430,39689,39689,1
airport21,1.736842,0.737459,0.841485,1.578944,14728,14670,44419,44419,1
airport25,4.428571,0.725153,1.044963,1.770116,12460,12388,35498,35498,1
airport43,1001.315789,0.637326,0.493525,1.130851,12602,12552,37303,37303,0
airport38,1.105263,0.662006,0.725181,1.387187,11960,11898,34499,34499,0
airport16,1.892231,0.664192,0.745152,1.409344,12856,12798,37731,37731,1
airport11,1.681704,0.637204,0.966015,1.603219,13258,13194,39361,39361,1
airport35,1.491228,0.743431,0.804169,1.547600,14926,14872,45479,45479,0
airport20,2.776942,0.768588,1.075502,1.844090,13696,13614,39810,39810,1
airport0,1002.155388,0.817164,0.796696,1.613860,14154,14102,42272,42272,1
airport17,1.105263,0.700501,0.826978,1.527479,12700,12638,36761,36761,1
airport34,1.892231,0.643416,1.401060,2.044476,14084,14032,42867,42867,0
airport3,1001.526316,0.735506,0.476135,1.211641,13526,13470,40106,40106,0
airport33,2001.105263,0.893192,1.015176,1.908368,14894,14818,44107,44107,0
airport36,1.105263,0.778048,0.886871,1.664919,13718,13650,40466,40466,0
airport39,1.421053,0.812982,0.908278,1.721260,15056,14996,45051,45051,0
airport10,3.220551,0.805455,1.134952,1.940407,14200,14140,42129,42129,1
airport37,0.333333,0.797469,0.822951,1.620420,13128,13058,37694,37694,0
airport14,1.095238,0.777834,1.488096,2.265930,17128,17058,52845,52845,1
airport44,1001.210526,0.681020,0.465962,1.146982,11578,11520,33115,33115,0
airport1,0.315789,0.700704,0.757178,1.457882,12598,12542,36675,36675,1
airport12,2001.105263,0.910503,1.306095,2.216598,16740,16666,50347,50347,1
airport45,1.200501,0.816547,1.001461,1.818008,13084,13010,37893,37893,0
airport46,1.105263,0.944004,0.874547,1.818551,15842,15764,47181,47181,0
airport47,1.842105,0.768563,0.827178,1.595741,14742,14686,45105,45105,0
airport2,1001.315789,0.765143,0.484126,1.249269,12906,12850,38023,38023,1
airport4,1001.210526,0.798984,0.589339,1.388323,13638,13578,40101,40101,0
airport23,1.157895,0.718598,0.521691,1.240289,11846,11792,34782,34782,2
airport22,1001.105263,0.770745,0.578539,1.349284,14044,13984,42377,42377,2
airport28,1.105263,0.794455,1.143561,1.938016,13646,13574,40287,40287,1
airport29,1001.315789,0.744182,0.919086,1.663268,14356,14304,43970,43970,1
airport48,2.210526,0.679760,0.902163,1.581923,14656,14606,45493,45493,0
airport51,1.789474,0.793822,0.441886,1.235708,13036,12982,38227,38227,0
airport30,1001.368421,0.729385,0.505345,1.234730,12344,12292,35856,35856,1
airport32,1001.105263,0.741827,0.535587,1.277414,12708,12648,37006,37006,1
airport52,1.842105,0.716637,0.660203,1.376840,11726,11674,34123,34123,0
airport13,1001.210526,0.825742,0.578229,1.403971,14108,14048,42053,42053,2
airport26,1001.578947,0.975163,0.928627,1.903790,14450,14392,42827,42827,2
airport49,1.315789,0.809153,0.829941,1.639094,13290,13230,38901,38901,0
airport27,1001.210526,0.810776,0.560976,1.371752,13738,13676,40562,40562,2
airport55,4001.105263,0.685075,0.447944,1.133019,11166,11118,32038,32038,0
airport15,1000.000000,0.803188,0.570742,1.373930,14494,14440,43957,43957,2
airport19,1001.368421,0.769634,0.800124,1.569758,13214,13160,39176,39176,2
airport53,1.095238,0.872230,0.556090,1.428320,14142,14082,42211,42211,0
airport24,6001.315789,0.742449,0.499783,1.242232,13748,13696,41365,41365,2
airport18,1.315789,0.950442,0.929324,1.879766,13516,13454,39725,39725,2
airport25,4.428571,0.793282,1.157702,1.950984,12472,12400,35516,35516,2
airport42,1001.473684,0.774043,0.520667,1.294710,11488,11434,33232,33232,1
airport40,1.210526,0.782501,0.554571,1.337072,13304,13246,39986,39986,1
airport21,1.526316,0.779031,1.080156,1.859187,14756,14698,44461,44461,2
airport50,1.105263,0.921870,1.213580,2.135450,15782,15700,46855,46855,0
airport54,2001.105263,0.645915,0.936961,1.582876,12150,12086,35485,35485,0
airport56,1001.105263,0.881376,0.705208,1.586584,15092,15022,45254,45254,0
airport11,1.681704,0.720038,1.256303,1.976341,13274,13210,39385,39385,2
airport58,2001.105263,0.648096,0.829609,1.477705,12156,12092,35440,35440,0
airport31,1.681704,0.704868,1.178891,1.883759,12546,12478,37037,37037,1
airport35,1.438596,0.838047,0.875369,1.713416,14956,14902,45524,45524,1
airport10,3.010025,0.868325,1.049568,1.917893,14230,14170,42174,42174,2
airport38,1.105263,0.940196,0.906779,1.846975,11980,11918,34529,34529,1
airport17,2001.105263,0.763582,0.532194,1.295776,12718,12656,36788,36788,2
airport0,1001.997494,0.838370,1.012061,1.850431,14184,14132,42317,42317,2
airport57,1002.052632,0.937436,0.594811,1.532247,14664,14604,43350,43350,0
airport3,1001.315789,0.796330,0.525687,1.322017,13556,13500,40151,40151,1
airport20,2.776942,0.820567,1.408781,2.229348,13700,13618,39816,39816,2
airport61,1001.157895,0.860537,0.497934,1.358471,11738,11682,34368,34368,0
airport14,1.095238,0.937634,1.396212,2.333846,17146,17076,52872,52872,2
airport34,1.786967,0.816156,1.568503,2.384659,14112,14060,42909,42909,1
airport36,1.105263,0.764027,0.783941,1.547968,13734,13666,40490,40490,1
airport43,1001.210526,0.686497,0.778544,1.465041,12632,12582,37348,37348,1
airport33,2001.105263,1.003576,1.198568,2.202144,14910,14834,44131,44131,1
airport37,0.333333,0.867845,0.698284,1.566129,13148,13078,37724,37724,1
airport16,1.786967,0.721630,1.043746,1.765376,12880,12822,37767,37767,2
airport39,1.315789,0.877345,1.004501,1.881846,15086,15026,45096,45096,1
airport1,0.263158,0.808382,0.601189,1.409571,12624,12568,36714,36714,2
airport12,2001.105263,0.992612,1.108496,2.101108,16756,16682,50371,50371,2
airport62,1001.473684,0.697069,0.513777,1.210846,13062,13012,39038,39038,0
airport44,1001.105263,0.737533,0.495613,1.233146,11602,11544,33151,33151,1
airport59,1001.681704,0.807759,1.148626,1.956385,12886,12808,36952,36952,0
airport5,1.681704,0.850065,1.000020,1.850085,12532,12468,36410,36410,0
airport64,1001.681704,0.615147,0.868807,1.483954,11928,11872,35011,35011,0
airport66,1002.105263,0.824988,0.408424,1.233412,12596,12540,36483,36483,0
airport29,1001.210526,0.710678,0.612439,1.323117,14384,14332,44012,44012,2
airport60,1.105263,0.798051,1.273571,2.071622,14680,14604,43800,43800,0
airport63,1001.681704,0.668604,0.792333,1.460937,11214,11154,32018,32018,0
airport67,1002.892231,0.785052,0.643223,1.428275,13304,13252,39346,39346,0
airport4,1001.157895,0.785505,0.586942,1.372447,13664,13604,40140,40140,1
airport2,1001.210526,0.784873,0.526920,1.311793,12934,12878,38065,38065,2
airport47,1.684211,0.774296,0.854607,1.628903,14770,14714,45147,45147,1
airport69,3.260652,0.618321,0.859237,1.477558,12192,12136,35777,35777,0
airport45,1.200501,0.845311,1.080231,1.925542,13096,13022,37911,37911,1
airport28,1.105263,0.747626,1.192559,1.940185,13652,13580,40296,40296,2
airport46,1.105263,1.050876,1.001153,2.052029,15858,15780,47205,47205,1
airport30,1001.263158,0.758766,0.502213,1.260979,12374,12322,35901,35901,2
airport32,1001.105263,0.749370,0.552894,1.302264,12732,12672,37042,37042,2
airport48,1.894737,0.672059,0.998809,1.670868,14684,14634,45535,45535,1
