instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport27,+Inf,0.526435,0.051720,0.578155,10075,10037,29903,29903,0
airport15,1.210526,0.313657,0.159419,0.473076,7849,7827,24033,24033,0
airport13,+Inf,0.560495,0.059454,0.619949,10107,10067,29880,29880,0
airport19,+Inf,0.496164,0.068922,0.565086,10855,10819,32828,32828,0
airport18,+Inf,0.490453,0.057867,0.548320,8827,8797,25575,25575,0
airport21,0.631579,0.352439,0.201064,0.553503,8519,8489,25576,25576,0
airport24,+Inf,0.710683,0.108132,0.818815,13381,13333,40801,40801,0
airport20,+Inf,0.400918,0.045035,0.445953,7469,7435,21086,21086,0
airport11,+Inf,0.675955,0.073893,0.749848,12177,12125,36205,36205,0
airport0,+Inf,0.690719,0.087950,0.778669,12361,12319,36935,36935,0
airport1,2.728319,0.706758,0.351884,1.058642,11641,11593,34070,34070,0
airport10,+Inf,0.917710,0.097216,1.014926,13733,13675,40557,40557,0
airport16,1.049786,0.613368,0.378049,0.991417,10659,10617,31093,31093,0
airport14,+Inf,0.450269,0.066558,0.516827,10367,10337,32161,32161,0
airport17,1.210526,0.737580,0.510920,1.248500,11865,11815,34637,34637,0
airport25,+Inf,0.276669,0.034571,0.311240,5639,5615,15615,15615,0
airport12,+Inf,1.077023,0.116812,1.193835,16577,16515,50500,50500,0
airport2,1.157895,0.415420,0.155000,0.570420,7921,7897,23062,23062,0
airport30,+Inf,0.511771,0.047060,0.558831,7807,7783,22564,22564,0
airport29,+Inf,0.630291,0.085414,0.715705,13339,13293,41151,41151,0
airport28,+Inf,0.359322,0.066747,0.426069,6943,6923,20139,20139,0
airport32,0.947368,0.422959,0.188113,0.611072,8305,8271,24033,24033,0
airport15,0.894737,0.321567,0.152654,0.474221,7875,7853,24072,24072,1
airport27,+Inf,0.541931,0.081772,0.623703,10105,10067,29948,29948,1
airport13,+Inf,0.574674,0.076650,0.651324,10133,10093,29919,29919,1
airport19,+Inf,0.519640,0.062565,0.582205,10885,10849,32873,32873,1
airport40,+Inf,0.363553,0.041308,0.404861,7239,7211,20819,20819,0
airport31,+Inf,0.623449,0.082158,0.705607,11067,11021,32771,32771,0
airport25,+Inf,0.277339,0.037743,0.315082,5663,5639,15651,15651,1
airport43,+Inf,0.318105,0.040377,0.358482,6927,6905,20365,20365,0
airport18,+Inf,0.503806,0.054950,0.558756,8863,8833,25629,25629,1
airport38,+Inf,0.361111,0.034543,0.395654,6111,6087,17037,17037,0
airport21,0.842105,0.365578,0.205863,0.571441,8545,8515,25615,25615,1
airport24,+Inf,0.776337,0.087244,0.863581,13413,13365,40849,40849,1
airport20,+Inf,0.406096,0.062614,0.468710,7491,7457,21119,21119,1
airport11,+Inf,0.724520,0.089658,0.814178,12201,12149,36241,36241,1
airport34,+Inf,0.427246,0.058792,0.486038,9359,9333,28770,28770,0
airport16,1.207680,0.629770,0.310204,0.939974,10689,10647,31138,31138,1
airport35,+Inf,0.807983,0.088965,0.896948,14507,14455,44276,44276,0
airport0,+Inf,0.924165,0.104249,1.028414,12397,12355,36989,36989,1
airport33,+Inf,0.716417,0.079100,0.795517,12287,12239,36774,36774,0
airport36,+Inf,0.845977,0.095421,0.941398,13607,13551,40459,40459,0
airport14,+Inf,0.493869,0.084781,0.578650,10395,10365,32203,32203,1
airport39,+Inf,0.850473,0.087246,0.937719,14009,13967,42408,42408,0
airport3,0.631579,0.838005,0.483684,1.321689,13169,13115,38976,38976,0
airport17,0.894737,0.772666,0.587633,1.360299,11893,11843,34679,34679,1
airport10,+Inf,1.007905,0.162525,1.170430,13763,13705,40602,40602,1
airport37,1.157895,0.824218,0.326067,1.150285,11659,11609,33930,33930,0
airport44,1.105263,0.680025,0.297097,0.977122,9937,9893,28571,28571,0
airport1,2.359898,0.798034,0.404303,1.202337,11671,11623,34115,34115,1
airport12,+Inf,1.164717,0.127525,1.292242,16609,16547,50548,50548,1
airport45,+Inf,0.576814,0.105250,0.682064,9309,9269,27051,27051,0
airport47,+Inf,0.353000,0.080802,0.433802,6825,6801,19711,19711,0
airport4,+Inf,0.403836,0.045412,0.449248,6961,6927,19514,19514,0
airport2,1.210526,0.513954,0.169303,0.683257,7955,7931,23113,23113,1
airport28,+Inf,0.389633,0.049099,0.438732,6977,6957,20190,20190,1
airport48,+Inf,0.468807,0.093602,0.562409,11169,11139,35193,35193,0
airport30,+Inf,0.449279,0.066082,0.515361,7839,7815,22612,22612,1
airport29,+Inf,0.679845,0.095058,0.774903,13367,13321,41193,41193,1
airport32,0.656640,0.491999,0.206350,0.698349,8333,8299,24075,24075,1
airport51,1.526316,0.847429,0.380692,1.228121,12567,12517,36980,36980,0
airport52,+Inf,0.570724,0.086693,0.657417,9029,8989,26051,26051,0
airport13,+Inf,0.626669,0.069953,0.696622,10165,10125,29967,29967,2
airport15,1.024878,0.351381,0.174189,0.525570,7907,7885,24120,24120,2
airport49,+Inf,0.605096,0.066614,0.671710,9853,9813,29040,29040,0
airport27,+Inf,0.629978,0.072471,0.702449,10137,10099,29996,29996,2
airport55,+Inf,0.729989,0.075935,0.805924,10915,10869,31465,31465,0
airport19,+Inf,0.574512,0.075332,0.649844,10915,10879,32918,32918,2
airport25,+Inf,0.323352,0.051102,0.374454,5689,5665,15690,15690,2
airport53,+Inf,0.827961,0.096710,0.924671,13415,13365,40345,40345,0
airport40,+Inf,0.395882,0.050371,0.446253,7269,7241,20864,20864,1
airport18,+Inf,0.619359,0.059975,0.679334,8899,8869,25683,25683,2
airport24,+Inf,0.816381,0.094285,0.910666,13443,13395,40894,40894,2
airport21,0.631579,0.392803,0.203424,0.596227,8571,8541,25654,25654,2
airport58,+Inf,0.419510,0.043310,0.462820,7005,6977,19954,19954,0
airport56,+Inf,0.604964,0.045261,0.650225,7739,7711,22125,22125,0
airport38,+Inf,0.346078,0.036763,0.382841,6137,6113,17076,17076,1
airport54,+Inf,0.735610,0.072056,0.807666,11949,11899,35256,35256,0
airport50,2.092732,0.684246,0.233079,0.917325,8723,8689,25498,25498,0
airport20,+Inf,0.432954,0.049764,0.482718,7517,7483,21158,21158,2
airport11,+Inf,0.748992,0.121533,0.870525,12227,12175,36280,36280,2
airport31,+Inf,0.731545,0.076874,0.808419,11091,11045,32807,32807,1
airport43,+Inf,0.368778,0.044426,0.413204,6955,6933,20407,20407,1
airport61,+Inf,0.517236,0.063405,0.580641,9499,9467,28111,28111,0
airport34,+Inf,0.434059,0.066433,0.500492,9387,9361,28812,28812,1
airport14,+Inf,0.480835,0.084507,0.565342,10425,10395,32248,32248,2
airport35,+Inf,0.869409,0.085571,0.954980,14539,14487,44324,44324,1
airport57,1.473684,0.619666,0.208241,0.827907,9611,9579,28182,28182,0
airport0,+Inf,0.763489,0.108705,0.872194,12433,12391,37043,37043,2
airport10,+Inf,0.986541,0.089354,1.075895,13793,13735,40647,40647,2
airport36,+Inf,0.813643,0.104630,0.918273,13633,13577,40498,40498,1
