param nf:= 20 ;
param nn:= 72 ;
param: E: d:=
 0 1 10
 0 6 10
 1 2 10
 1 7 10
 2 3 10
 2 8 10
 3 4 10
 3 9 10
 4 5 10
 4 10 10
 5 11 10
 6 7 10
 6 12 10
 7 8 10
 7 13 10
 8 9 10
 8 14 10
 9 10 10
 9 15 10
 10 11 10
 10 16 10
 11 17 10
 12 13 10
 12 18 10
 13 14 10
 13 19 10
 14 15 10
 14 20 10
 15 16 10
 15 21 10
 16 17 10
 16 22 10
 17 23 10
 18 19 10
 18 24 10
 19 20 10
 19 25 10
 20 21 10
 20 26 10
 21 22 10
 21 27 10
 22 23 10
 22 28 10
 23 29 10
 24 25 10
 24 30 10
 25 26 10
 25 31 10
 26 27 10
 26 32 10
 27 28 10
 27 33 10
 28 29 10
 28 34 10
 29 35 10
 30 31 10
 31 32 10
 32 33 10
 33 34 10
 34 35 10
 36 37 10
 36 42 10
 37 38 10
 37 43 10
 38 39 10
 38 44 10
 39 40 10
 39 45 10
 40 41 10
 40 46 10
 41 47 10
 42 43 10
 42 48 10
 43 44 10
 43 49 10
 44 45 10
 44 50 10
 45 46 10
 45 51 10
 46 47 10
 46 52 10
 47 53 10
 48 49 10
 48 54 10
 49 50 10
 49 55 10
 50 51 10
 50 56 10
 51 52 10
 51 57 10
 52 53 10
 52 58 10
 53 59 10
 54 55 10
 54 60 10
 55 56 10
 55 61 10
 56 57 10
 56 62 10
 57 58 10
 57 63 10
 58 59 10
 58 64 10
 59 65 10
 60 61 10
 60 66 10
 61 62 10
 61 67 10
 62 63 10
 62 68 10
 63 64 10
 63 69 10
 64 65 10
 64 70 10
 65 71 10
 66 67 10
 67 68 10
 68 69 10
 69 70 10
 70 71 10
 1 0 10
 6 0 10
 2 1 10
 7 1 10
 3 2 10
 8 2 10
 4 3 10
 9 3 10
 5 4 10
 10 4 10
 11 5 10
 7 6 10
 12 6 10
 8 7 10
 13 7 10
 9 8 10
 14 8 10
 10 9 10
 15 9 10
 11 10 10
 16 10 10
 17 11 10
 13 12 10
 18 12 10
 14 13 10
 19 13 10
 15 14 10
 20 14 10
 16 15 10
 21 15 10
 17 16 10
 22 16 10
 23 17 10
 19 18 10
 24 18 10
 20 19 10
 25 19 10
 21 20 10
 26 20 10
 22 21 10
 27 21 10
 23 22 10
 28 22 10
 29 23 10
 25 24 10
 30 24 10
 26 25 10
 31 25 10
 27 26 10
 32 26 10
 28 27 10
 33 27 10
 29 28 10
 34 28 10
 35 29 10
 31 30 10
 32 31 10
 33 32 10
 34 33 10
 35 34 10
 37 36 10
