param nf:= 10 ;
param nn:= 32 ;
param: E: d:=
 0 1 10
 0 4 10
 1 2 10
 1 5 10
 2 3 10
 2 6 10
 3 7 10
 4 5 10
 4 8 10
 5 6 10
 5 9 10
 6 7 10
 6 10 10
 7 11 10
 8 9 10
 8 12 10
 9 10 10
 9 13 10
 10 11 10
 10 14 10
 11 15 10
 12 13 10
 13 14 10
 14 15 10
 16 17 10
 16 20 10
 17 18 10
 17 21 10
 18 19 10
 18 22 10
 19 23 10
 20 21 10
 20 24 10
 21 22 10
 21 25 10
 22 23 10
 22 26 10
 23 27 10
 24 25 10
 24 28 10
 25 26 10
 25 29 10
 26 27 10
 26 30 10
 27 31 10
 28 29 10
 29 30 10
 30 31 10
 1 0 10
 4 0 10
 2 1 10
 5 1 10
 3 2 10
 6 2 10
 7 3 10
 5 4 10
 8 4 10
 6 5 10
 9 5 10
 7 6 10
 10 6 10
 11 7 10
 9 8 10
 12 8 10
 10 9 10
 13 9 10
 11 10 10
 14 10 10
 15 11 10
 13 12 10
 14 13 10
 15 14 10
 17 16 10
 20 16 10
 18 17 10
 21 17 10
 19 18 10
 22 18 10
 23 19 10
 21 20 10
 24 20 10
 22 21 10
 25 21 10
 23 22 10
 26 22 10
 27 23 10
 25 24 10
 28 24 10
 26 25 10
 29 25 10
 27 26 10
 30 26 10
 31 27 10
 29 28 10
 30 29 10
 31 30 10
 12 16 10
 19 15 10;
param s:=
0 2
1 12
2 22
3 9
4 6
5 26
6 17
7 20
8 1
9 4 ;
param e:=
0 7
1 25
2 18
3 16
4 16
5 20
6 6
7 19
8 12
9 12 ;
param v_min:=
0 0 1 1		0 0 4 1		0 1 2 1		0 1 5 1		0 2 3 1		0 2 6 1		0 3 7 1		0 4 5 1		0 4 8 1		0 5 6 1		0 5 9 1		0 6 7 1		0 6 10 1		0 7 11 1		0 8 9 1		0 8 12 1		0 9 10 1		0 9 13 1		0 10 11 1		0 10 14 1		0 11 15 1		0 12 13 1		0 13 14 1		0 14 15 1		0 16 17 1		0 16 20 1		0 17 18 1		0 17 21 1		0 18 19 1		0 18 22 1		0 19 23 1		0 20 21 1		0 20 24 1		0 21 22 1		0 21 25 1		0 22 23 1		0 22 26 1		0 23 27 1		0 24 25 1		0 24 28 1		0 25 26 1		0 25 29 1		0 26 27 1		0 26 30 1		0 27 31 1		0 28 29 1		0 29 30 1		0 30 31 1		0 1 0 1		0 4 0 1		0 2 1 1		0 5 1 1		0 3 2 1		0 6 2 1		0 7 3 1		0 5 4 1		0 8 4 1		0 6 5 1		0 9 5 1		0 7 6 1		0 10 6 1		0 11 7 1		0 9 8 1		0 12 8 1		0 10 9 1		0 13 9 1		0 11 10 1		0 14 10 1		0 15 11 1		0 13 12 1		0 14 13 1		0 15 14 1		0 17 16 1		0 20 16 1		0 18 17 1		0 21 17 1		0 19 18 1		0 22 18 1		0 23 19 1		0 21 20 1		0 24 20 1		0 22 21 1		0 25 21 1		0 23 22 1		0 26 22 1		0 27 23 1		0 25 24 1		0 28 24 1		0 26 25 1		0 29 25 1		0 27 26 1		0 30 26 1		0 31 27 1		0 29 28 1		0 30 29 1		0 31 30 1		0 12 16 1		0 19 15 1		
1 0 1 1		1 0 4 1		1 1 2 1		1 1 5 1		1 2 3 1		1 2 6 1		1 3 7 1		1 4 5 1		1 4 8 1		1 5 6 1		1 5 9 1		1 6 7 1		1 6 10 1		1 7 11 1		1 8 9 1		1 8 12 1		1 9 10 1		1 9 13 1		1 10 11 1		1 10 14 1		1 11 15 1		1 12 13 1		1 13 14 1		1 14 15 1		1 16 17 1		1 16 20 1		1 17 18 1		1 17 21 1		1 18 19 1		1 18 22 1		1 19 23 1		1 20 21 1		1 20 24 1		1 21 22 1		1 21 25 1		1 22 23 1		1 22 26 1		1 23 27 1		1 24 25 1		1 24 28 1		1 25 26 1		1 25 29 1		1 26 27 1		1 26 30 1		1 27 31 1		1 28 29 1		1 29 30 1		1 30 31 1		1 1 0 1		1 4 0 1		1 2 1 1		1 5 1 1		1 3 2 1		1 6 2 1		1 7 3 1		1 5 4 1		1 8 4 1		1 6 5 1		1 9 5 1		1 7 6 1		1 10 6 1		1 11 7 1		1 9 8 1		1 12 8 1		1 10 9 1		1 13 9 1		1 11 10 1		1 14 10 1		1 15 11 1		1 13 12 1		1 14 13 1		1 15 14 1		1 17 16 1		1 20 16 1		1 18 17 1		1 21 17 1		1 19 18 1		1 22 18 1		1 23 19 1		1 21 20 1		1 24 20 1		1 22 21 1		1 25 21 1		1 23 22 1		1 26 22 1		1 27 23 1		1 25 24 1		1 28 24 1		1 26 25 1		1 29 25 1		1 27 26 1		1 30 26 1		1 31 27 1		1 29 28 1		1 30 29 1		1 31 30 1		1 12 16 1		1 19 15 1		
2 0 1 1		2 0 4 1		2 1 2 1		2 1 5 1		2 2 3 1		2 2 6 1		2 3 7 1		2 4 5 1		2 4 8 1		2 5 6 1		2 5 9 1		2 6 7 1		2 6 10 1		2 7 11 1		2 8 9 1		2 8 12 1		2 9 10 1		2 9 13 1		2 10 11 1		2 10 14 1		2 11 15 1		2 12 13 1		2 13 14 1		2 14 15 1		2 16 17 1		2 16 20 1		2 17 18 1		2 17 21 1		2 18 19 1		2 18 22 1		2 19 23 1		2 20 21 1		2 20 24 1		2 21 22 1		2 21 25 1		2 22 23 1		2 22 26 1		2 23 27 1		2 24 25 1		2 24 28 1		2 25 26 1		2 25 29 1		2 26 27 1		2 26 30 1		2 27 31 1		2 28 29 1		2 29 30 1		2 30 31 1		2 1 0 1		2 4 0 1		2 2 1 1		2 5 1 1		2 3 2 1		2 6 2 1		2 7 3 1		2 5 4 1		2 8 4 1		2 6 5 1		2 9 5 1		2 7 6 1		2 10 6 1		2 11 7 1		2 9 8 1		2 12 8 1		2 10 9 1		2 13 9 1		2 11 10 1		2 14 10 1		2 15 11 1		2 13 12 1		2 14 13 1		2 15 14 1		2 17 16 1		2 20 16 1		2 18 17 1		2 21 17 1		2 19 18 1		2 22 18 1		2 23 19 1		2 21 20 1		2 24 20 1		2 22 21 1		2 25 21 1		2 23 22 1		2 26 22 1		2 27 23 1		2 25 24 1		2 28 24 1		2 26 25 1		2 29 25 1		2 27 26 1		2 30 26 1		2 31 27 1		2 29 28 1		2 30 29 1		2 31 30 1		2 12 16 1		2 19 15 1		
